sku,Name,Brand,Categories,Price,Discount,Sale Price,Description,Images,Length,Width,Height
115170UL,Eichholtz Chandelier Benini L,EICHHOLTZ,Lighting > Chandeliers,5967,25%,4475.25,"The Benini Chandelier packs spellbinding charm and beauty into a brilliant design. This gorgeous tapered chandelier with antique brass finish features diamond-shaped tubes of amber glass that let light fall through, creating a fascinating light display. Also available in a small version. Group together for an engaging atmosphere.

25.59"" dia x 29.13"" H","115170UL-1,
115170UL-2,
115170UL-3,
115170UL-4",,,
115078UL,Eichholtz Chandelier Caprera,EICHHOLTZ,Lighting > Chandeliers,3213,25%,2409.75,"Chandelier Caprera presents a sophisticated contemporary twist on a classic design. Finished in antique brass, it features 10 lights in a tapered, two-tiered design. The drops are made of hand-blown glass with a roughened backside, which produces a startling effect when the lamp is lit.

22.44"" dia x 18.11"" H","115078UL-1,
115078UL-2",,,
115215UL,Eichholtz Chandelier Dino,EICHHOLTZ,Lighting > Chandeliers,2673,25%,2004.75,"Exceptionally well crafted, Chandelier Dino appeals to both classic and modern taste. Its rich antique brass finish is paired with a bold geometric design that evokes the retro aesthetic of the 1950s and 1960s. Made of white glass and adorned with an antique brass rim, six cone shaped architectural shades complete its Mid-Century Modern look.

23.62"" dia x 30.71"" H","115215UL-1,
115215UL-2,
115215UL-3,
115215UL-4,
115215UL-5",,,
114592UL,Eichholtz Chandelier Sublime,EICHHOLTZ,Lighting > Chandeliers,4684.5,25%,3513.375,"Characterised by free-form double shades of bevelled clear glass with a matte center, Chandelier Sublime creates an atmospheric ambient light. With its antique brass finish, this contemporary chandelier is a fine addition to any modern living room or dining area. Top off your décor by adding Wall Lamp Sublime.

29.53"" dia x 29.13"" H","114592UL-1,
114592UL-2,
114592UL-3,
114592UL-4",,,
115539UL,Eichholtz Chandelier East Rectangular,EICHHOLTZ,Lighting > Chandeliers,5521.5,25%,4141.125,"Chandelier East has more than a hint of Art Deco decadence. This rectangular 3-tier chandelier with antique brass finish exudes the vibrant atmosphere of the roaring 1920s. Several levels of clear glass rods emanate a captivating illumination. Ideally suited to modern interiors and 1920s and 1930s décors.

55.12"" x 15.75"" x 12.99"" H","115539UL-1,
115539UL-2,
115539UL-3,
115539UL-4",,,
115366UL,Eichholtz Chandelier East Single,EICHHOLTZ,Lighting > Chandeliers,4968,25%,3726,"Chandelier East has more than a hint of Art Deco decadence. This stunning vintage replica chandelier with antique brass finish exudes the vibrant atmosphere of the roaring 1920s. Several tapered levels of 429 pcs clear glass rods emanate a captivating illumination. Ideally suited to modern interiors and 1920s and 1930s décors.

31.89"" dia x 22.05"" H","115366UL-1,
115366UL-2",,,
115660UL,Eichholtz Chandelier Greyson,EICHHOLTZ,Lighting > Chandeliers,6588,25%,4941,"Effortlessly classy with a touch of modern appeal, the Greyson Chandelier has a tapered frame with a gorgeous antique brass finish. Trimmed with strips of handmade glass in different colours and lengths, this contemporary chandelier creates a luxurious vintage vibe. It will bring an ambient, cosy illumination into your interior.

24.41"" dia x 35.43"" H","115660UL-1,
115660UL-2,
115660UL-3,
115660UL-4,
115660UL-5",,,
113913UL,Eichholtz Chandelier Vancouver L,EICHHOLTZ,Lighting > Chandeliers,5494.5,25%,4120.875,"Bring a little sunshine into your home with the glamorous Vancouver Chandelier. This circular ceiling pendant is lit by LED lights which are housed inside the black drum shaped fixture. The attractive border of cut crystal glass adds an extra dimension to the light. This Chandelier can be placed in a horizontal or tilted position by adjusting the length of the cables.

35.83"" dia x 5.12"" H | 66.93"" max-H","113913UL-1,
113913UL-2,
113913UL-3,
113913UL-4",,,
113902UL,Eichholtz Chandelier Damien Double,EICHHOLTZ,Lighting > Chandeliers,4414.5,25%,3310.875,"If you are looking for a Deco influenced chandelier then look no further. Chandelier Damien Double has more than a hint of Art Deco decadence. The circular frames with bronze highlight finish are inset with frosted glass rods and just waiting to reflect the light in a hundred different ways. The rings can be hung in any desired position by adjusting the length of the cables. Ideally suited to modern and 1920s and 1930s homes.

33.46"" dia | 27.56"" dia x 3.15"" H | 98.43"" max-H","113902UL-1,
113902UL-2",,,
115245UL,Eichholtz Chandelier Salinas,EICHHOLTZ,Lighting > Chandeliers,3564,25%,2673,"Chandelier Salinas will illuminate your living or dining room with its Mid-Century Modern design and elegant look. This ceiling lamp with brass finish is not only striking but also very practical due to its 5 bowl-shaped lampshades that can be tilted to direct the light. They let the light shine through a matte glass centre in a special, decorative way.

55.12"" x 10.24"" x 22.24"" H","115245UL-1,
115245UL-2,
115245UL-3",,,
115846UL,Eichholtz Chandelier Eos,EICHHOLTZ,Lighting > Chandeliers,3564,25%,2673,"The 8-light cluster Chandelier Eos will make any private or public space more interesting and attractive. This sophisticated hanging pendant is just perfect to create a warm and pleasant atmosphere in living areas, restaurants, and hotel lobbies. A contemporary design of sculptural tubes and straight lines, each alabaster shade is capped with antique brass metalwork. The cables can be adjusted to vary the depth of fall, positioned over a centre table or as a focal point elsewhere in the space.

24.41"" x 10.24"" x 46.06"" H","115846UL-1,
115846UL-2,
115846UL-3",,,
110702UL,Eichholtz Chandelier Anto L,EICHHOLTZ,Lighting > Chandeliers,4387.5,25%,3290.625,"Let the sun shine in with the enchanting Anto L Chandelier. Strikingly modern, this beautiful ceiling lamp is adorned with massive spheres of clear glass. The armatures with shiny gold finish features twelve lights that radiate brilliantly from a small center globe.

29.53"" dia","110702UL-1,
110702UL-2,
110702UL-3,
110702UL-4,
110702UL-5",,,
110703UL,Eichholtz Chandelier Anto L Nickel Finish,EICHHOLTZ,Lighting > Chandeliers,1625,25%,1218.75,"Let the sun shine in with the enchanting Anto L Chandelier. Strikingly modern, this beautiful ceiling lamp is adorned with massive spheres of clear glass. The armatures with shiny nickel finish features twelve lights that radiate brilliantly from a small center globe.

29.53"" dia","110703UL-1,
110703UL-2,
110703UL-3,
110703UL-4",,,
110700UL,Eichholtz Chandelier Anto S,EICHHOLTZ,Lighting > Chandeliers,3631.5,25%,2723.625,"Let the sun shine in with the enchanting Anto S Chandelier. Strikingly modern, this beautiful ceiling lamp is adorned with massive spheres of clear glass. The armatures with shiny gold finish features twelve lights that radiate brilliantly from a small center globe.

19.69"" dia","110700UL-1,
110700UL-2,
110700UL-3,
110700UL-4,
110700UL-5",,,
110701UL,Eichholtz Chandeier Anto S Nickel Finish,EICHHOLTZ,Lighting > Chandeliers,3631.5,25%,2723.625,"Let the sun shine in with the enchanting Anto S Chandelier. Strikingly modern, this beautiful ceiling lamp is adorned with massive spheres of clear glass. The armatures with shiny nickel finish features twelve lights that radiate brilliantly from a small center globe.

19.69"" dia","110701UL-1,
110701UL-2,
110701UL-3,
110701UL-4",,,
111529UL,Eichholtz Chandelier Gigi,EICHHOLTZ,Lighting > Chandeliers,4698,25%,3523.5,"Capture the look of pure luxury with the Gigi S Chandelier. Like a glamorous piece of jewellery, this lustrous luminary provides optimum radiance in your décor. This Art Deco style chandelier features a tapered body with 3 hoops. Rods of clear glass and nickel finished metal are draped around the hoops.

13.78"" dia x 26.77"" H","111529UL-1,
111529UL-2,
111529UL-3,
111529UL-4,
111529UL-5",,,
111531UL,Eichholtz Chandelier Gigi L,EICHHOLTZ,Lighting > Chandeliers,6628.5,25%,4971.375,"Capture the look of pure luxury with the Gigi L Chandelier. Like a glamorous piece of jewellery, this lustrous luminary provides optimum radiance in your décor. This Art Deco style chandelier features a tapered body with 4 hoops. Rods of clear glass and nickel finished metal are draped around the hoops.

22.44"" dia x 34.65"" H","111531UL-1,
111531UL-2,
111531UL-3",,,
115386UL,Eichholtz Chandelier Scala,EICHHOLTZ,Lighting > Chandeliers,4279.5,25%,3209.625,"Exuding the look and feel of 1950s designer lighting, Chandelier Scala stands out by its lovely floral shape. Provided with an antique brass finish, this Mid-Century Modern ceiling pendant is suspended from a rod and matching canopy. The fixture is adorned with a shade that is made up of ‘flower petals’ of translucent handmade glass. Each petal features an engraved vein pattern.

33.86"" dia x 31.69"" H","115386UL-1,
115386UL-2,
115386UL-3",,,
115340UL,Eichholtz Chandelier Scottsdale,EICHHOLTZ,Lighting > Chandeliers,8910,25%,6682.5,"Beautify your interior with the glamorous 5-tier Scottsdale Chandelier. This contemporary interpretation of Art Deco design gives a pleasing ambient light. It features an antique brass finish fixture that is embellished with clear glass tubes.

29.72"" dia x 22.44"" H","115340UL-1,
115340UL-2,
115340UL-3,
115340UL-4",,,
112640UL,Eichholtz Chandelier Novida,EICHHOLTZ,Lighting > Chandeliers,2551.5,25%,1913.625,"A series of hand blown leaves of frosted glass makes the Novida Chandelier a stunning focal point in your home décor. This inverted ceiling pendant looks amazing in your lounge or bedroom and really comes to life when it is illuminated. It contains 9 lamp holders and is suspended on a link chain in an antique brass finish.

24.41"" dia x 23.62"" H","112640UL-1,
112640UL-2,
112640UL-3,
112640UL-4",,,
112077UL,Eichholtz Chandelier Argento S,EICHHOLTZ,Lighting > Chandeliers,2605.5,25%,1954.125,"Create a retro-chic focal point in your living space with the Argento S Chandelier. This asymmetrical interpretation of Mid-Century Modern designer lighting instantly elevates your room! It features an antique brass finish and 12 hand blown clear glass globes.

35.43"" dia x 30.91"" min-H","112077UL-1,
112077UL-2,
112077UL-3",,,
112076UL,Eichholtz Chandelier Argento L,EICHHOLTZ,Lighting > Chandeliers,3294,25%,2470.5,"Create a retro-chic focal point in your living space with the Argento L Chandelier. This asymmetrical interpretation of Mid-Century Modern designer lighting instantly elevates your room! It features an antique brass finish and 12 hand blown clear glass globes.

51.18"" dia x 36.81"" min-H","112076UL-1,
112076UL-2,
112076UL-3",,,
111123UL,Eichholz Chandelier Vittoria L,EICHHOLTZ,Lighting > Chandeliers,7276.5,25%,5457.375,"Channel glamour and grandeur into your home décor with the Vittoria chandelier. Featuring a dazzling design with ribbed and bevelled clear glass tubes, this lush chandelier creates a stunning glow in any interior it adorns.

31.5"" dia x 35.04"" H","111123UL-1,
111123UL-2,
111123UL-3,
111123UL-4",,,
111122UL,Eichholtz Chandelier Vittoria S,EICHHOLTZ,Lighting > Chandeliers,4968,25%,3726,"Channel glamour and grandeur into your home décor with the Vittoria chandelier. Featuring a dazzling design with ribbed and bevelled clear glass tubes, this lush chandelier creates a stunning glow in any interior it adorns.

25.98"" dia x 26.38"" H","111122UL-1,
111122UL-2,
111122UL-3,
111122UL-4",,,
115365UL,Eichholtz Chandelier Yara L,EICHHOLTZ,Lighting > Chandeliers,3213,25%,2409.75,"Chandelier Yara L features luxury clear glass tubes, arranged on an antique brass finish frame in four tiers for an impressive waterfall effect. The included antique brass finish chain makes the height of this classy chandelier adjustable on installation.

19.29"" dia x 36.61"" H","115365UL-1,
115365UL-2,
115365UL-3",,,
111975UL,Eichholtz Chandelier Argento L,EICHHOLTZ,Lighting > Chandeliers,3294,25%,2470.5,"Create a retro-chic focal point in your living space with the Argento L Chandelier. This asymmetrical interpretation of Mid-Century Modern designer lighting instantly elevates your room! It features a nickel finish and 12 hand blown clear glass globes.

51.18"" dia x 36.81"" min-H","111975UL-1,
111975UL-2,
111975UL-3",,,
114959UL,Eichholtz Chandelier Saint Roch L,EICHHOLTZ,Lighting > Chandeliers,5008.5,25%,3756.375,"Crown your hallway, living room or dining space with Chandelier Saint Roch L. This fabulous tapered ceiling pendant with light brushed brass finish has five tiers with smoke glass decorations. Due to a special treatment, the smoke glass has a dripping effect, making the crystals look like icicles. Create a cluster of large and small Saint Roch chandeliers for a magical atmosphere.

22.83"" dia x 29.92"" H","114959UL-1,
114959UL-2,
114959UL-3,
114959UL-4",,,
115133UL,Eichholtz Chandelier Saint Roch S,EICHHOLTZ,Lighting > Chandeliers,3766.5,25%,2824.875,"Crown your hallway, living room or dining space with Chandelier Saint Roch S. This fabulous tapered ceiling pendant with light brushed brass finish has five tiers with smoke glass decorations. Due to a special treatment, the smoke glass has a dripping effect, making the crystals look like icicles. Create a cluster of large and small Saint Roch chandeliers for a magical atmosphere.

20.08"" dia x 23.82"" H","115133UL-1,
115133UL-2,
115133UL-3,
115133UL-4",,,
112642UL,Eichholtz Chandelier Jade L ,EICHHOLTZ,Lighting > Chandeliers,3456,25%,2592,"Illuminate your living room interior in contemporary style with the Jade L Chandelier. This lovely two-tiered luminaire has an antique brass finish. From a central stem 12 arms extend in every direction. Clear glass globe shades disperse the light from the bulbs (not included) throughout your space.

40.94"" dia x 27.76"" min-H","112642UL-1,
112642UL-2,
112642UL-3",,,
112273UL,Eichholtz Chandelier Hildebrandt L,EICHHOLTZ,Lighting > Chandeliers,8451,25%,6338.25,"Showcasing cascading droplets of crystal glass, the Hildebrandt L Chandelier is wonderful for adding a conversation piece to your entryway or living room scheme. Sure to catch everyone's eye, this spectacular palm leaf chandelier with vintage brass finish will really make a statement.

31.5"" dia x 34.65"" H","112273UL-1,
112273UL-2",,,
114596UL,Eichholtz Chandelier Biba,EICHHOLTZ,Lighting > Chandeliers,4171.5,25%,3128.625,"Mid-Century Modern in style, Chandelier Biba is a great lighting solution for contemporary open plan living areas. This handsome linear bar pendant features a rectangular frame with an antique brass finish that holds 5 white glass globes. It works really well over a large dining table or kitchen island.

55.12"" x 8.66"" x 11.81"" H","114596UL-1,
114596UL-2,
114596UL-3,
114596UL-4",,,
112272UL,Eichholtz Chandelier Hildebrandt S,EICHHOLTZ,Lighting > Chandeliers,2025,25%,1518.75,"Showcasing cascading droplets of crystal glass, the Hildebrandt S Chandelier is wonderful for adding a conversation piece to your entryway or living room scheme. Sure to catch everyone's eye, this spectacular palm leaf chandelier with vintage brass finish will really make a statement.

25.59"" dia x 18.11"" H","112272UL-1,
112272UL-2",,,
113467UL,Eichholtz Chandelier Randall,EICHHOLTZ,Lighting > Chandeliers,5697,25%,4272.75,"Light up your room with the wonderful Randall Chandelier. The playful design of this bronze finish 3-ring pendant will add character to your interior. Each ring can be hung in any desired position by adjusting the length of the cables.
Integrated LED lights beautifully disperse light through the crystal glass decorations.

23.62"" | 31.5"" | 39.37"" dia x 78.74"" H max","113467UL-1,
113467UL-2,
113467UL-3,
113467UL-4,
113467UL-5,
113467UL-6",,,
109638UL,Eichholtz Chandelier Bernardi,EICHHOLTZ,Lighting > Chandeliers,5346,25%,4009.5,"Featuring a pronounced 1920s appeal this enthralling Art Deco inspired Bernardi Chandelier will enliven each space in a sparkling way. With two ascending tiers of sparkling glass shades, each shade is encased in drum-like dark bronze fittings for an elegant contrast.

35.43"" dia x 45.67"" H","109638UL-1,
109638UL-2,
109638UL-3,
109638UL-4,
109638UL-5",,,
112156UL,Eichholtz Chandelier Riveria,EICHHOLTZ,Lighting > Chandeliers,5940,25%,4455,"Channel glamorous Art Deco style into your home with the Riveria Chandelier. This stunning vintage replica chandelier with gold finish exudes the vibrant atmosphere of the roaring 1920s. Several tapered levels of frosted glass elements emanate a captivating illumination.

33.46"" dia x 28.74"" H
","112156UL-1,
112156UL-2,
112156UL-3,
112156UL-4,
112156UL-5",,,
112151UL,Eichholtz Chandelier Wren,EICHHOLTZ,Lighting > Chandeliers,5562,25%,4171.5,"For a glamorous and contemporary aesthetic, make a statement with the Wren Chandelier. A modern take on classic style, this enticing hexagonal luminaire with nickel finish showcases a tapered three-tiered design with horizontal rows of clear glass rods.

25.59"" x 22.05"" x 21.26"" H","112151UL-1,
112151UL-2,
112151UL-3,
112151UL-4,
112151UL-5",,,
109494UL,Eichholtz Chandelier Nova,EICHHOLTZ,Lighting > Chandeliers,3996,25%,2997,"Refine your interior setting with the sophisticated Nova Chandelier. This magnificent designer chandelier exudes elegance and luxury. The nickel finished armature features a network of tapered facet frosted glass droplets, reflecting the light delicately once switched on.

23.62"" dia x 25.59"" H","109494UL-1,
109494UL-2,
109494UL-3,
109494UL-4",,,
112172UL,Eichholtz Chandelier East,EICHHOLTZ,Lighting > Chandeliers,4738.5,25%,3553.875,"Channel glamorous Art Deco style into your home with the East Chandelier. This stunning vintage replica chandelier with antique brass finish exudes the vibrant atmosphere of the roaring 1920s. Several tapered levels of clear glass rods emanate a captivating illumination.

23.62"" dia x 26.77"" H","112172UL-1,
112172UL-2,
112172UL-3",,,
112633UL,Eichholtz Chandelier Tango 3 Light,EICHHOLTZ,Lighting > Chandeliers,2376,25%,1782,"From illuminating your family dinners to casting light over a kitchen island, Chandelier Tango is a stylish addition to your home interior. This functional 3-light pendant is a real statement fixture. Hanging at different heights the clear glass globes bring depth to your décor, while the antique brass finish fixture rounds out the Mid-Century Modern look. The globe shades are adjustable in height.

23.62"" dia x 59.06"" H | adjustable","112633UL-1,
112633UL-2,
112633UL-3,
112633UL-4",,,
112635UL,Eichholtz Chandelier Tango 5 Light,EICHHOLTZ,Lighting > Chandeliers,3064.5,25%,2298.375,"From illuminating your family dinners to casting light over a kitchen island, Chandelier Tango is a stylish addition to your home interior. This functional 5-light pendant is a real statement fixture. Hanging at different heights the clear glass globes bring depth to your décor, while the antique brass finish fixture rounds out the Mid-Century Modern look. The globe shades are adjustable in height

43.31"" x 21.65"" x 59.06"" H | adjustable","112635UL-1,
112635UL-2,
112635UL-3,
112635UL-4",,,
110207UL,Eichholtz Chandelier Boivin,EICHHOLTZ,Lighting > Chandeliers,3726,25%,2794.5,"Let the sun shine in with the enchanting Boivin Chandelier. Like golden sunbeams the uneven rods with brass finish reflect the light of the light bulbs beautifully. This brilliant starburst design will be a radiant centerpiece in your hallway, lounge or bedroom.

35.43"" dia x 23.62"" H","110207UL-1,
110207UL-2,
110207UL-3",,,
109485UL,Eichholtz CHANDELIER HYÈRES,EICHHOLTZ,Lighting > Chandeliers,3415.5,25%,2561.625,"Inject Art Deco glamour into your interior with the Hyères Chandelier. This luxury chandelier with vintage look comprises a hexagonal polished nickel frame and chain and a series of sculptural acrylic drops which let reflected light sparkle from the internal light fittings.

26.38"" x 29.53"" x 21.65"" H","109485UL-1,
109485UL-2,
109485UL-3",,,
111905UL,Eichholtz Chandelier Murano 14' DIA,EICHHOLTZ,Lighting > Chandeliers,2187,25%,1640.25,"Inject Art Deco glamour into your interior with the nickel finished Murano Chandelier ø 35 cm. This high-class luxury chandelier with a twist features a series of sculptural acrylic drops which let reflected light sparkle from the internal light fittings. Perfect for adding vintage style to your home.

13.78"" dia x 25.59"" H","111905UL-1,
111905UL-2,
111905UL-3",,,
111903UL,Eichholtz Chandelier Murano 19.5' DIA,EICHHOLTZ,Lighting > Chandeliers,2673,25%,2004.75,"Inject Art Deco glamour into your interior with the nickel finished Murano Chandelier ø 50 cm. This high-class luxury chandelier with a twist features a series of sculptural acrylic drops which let reflected light sparkle from the internal light fittings. Perfect for adding vintage style to your home.

19.69"" dia x 12.99"" H","111903UL-1,
111903UL-2,
111903UL-3",,,
108979UL,Eichholtz Chandelier Murano,EICHHOLTZ,Lighting > Chandeliers,1998,25%,1498.5,"Inject Art Deco glamour into your interior with the nickel finished Murano L Chandelier. This high-class luxury chandelier with a twist features a series of long sculptural acrylic drops which let reflected light sparkle from the internal light fittings. Perfect for adding vintage style to your home.

13.78"" dia x 25.59"" H","108979UL-1,
108979UL-2",,,
111902UL,Eichholtz Chandelier Murano 19.5' DIA Smoke Acrylic,EICHHOLTZ,Lighting > Chandeliers,2673,25%,2004.75,"Inject Art Deco glamour into your interior with the nickel finished Murano Chandelier ø 50 cm. This high-class luxury chandelier with a twist features a series of sculptural acrylic drops which let reflected light sparkle from the internal light fittings. Perfect for adding vintage style to your home.

19.69"" dia x 12.99"" H","111902UL-1,
111902UL-2,
111902UL-3,
111902UL-4,
111902UL-5",,,
109976UL,Eichholtz Chandelier Murano 9.8' DIA,EICHHOLTZ,Lighting > Chandeliers,1768.5,25%,1326.375,"Inject Art Deco glamour into your interior with the nickel finished Murano S Chandelier. This high-class luxury chandelier with a twist features a series of long sculptural acrylic drops which let reflected light sparkle from the internal light fittings. Perfect for adding vintage style to your home.

9.84"" dia x 19.69"" H","109976UL-1,
109976UL-2",,,
115711UL,Eichholtz Chandelier Verbier Rectangular,EICHHOLTZ,Lighting > Chandeliers,4455,25%,3341.25,"Update your existing interiors with the rectangular Verbier Chandelier, a real highlight that can be integrated into any modern or classic furnishing style. This pendant lamp with light brushed brass finish and smoke glass decorations not only fulfils its purpose of illuminating the room, but is also a work of art. Place it above a dining table or kitchen island for a truly sophisticated finish. The height can be adjusted as desired with the supplied pipes.

55.12"" x 13.78"" x 9.84"" H","115711UL-1,
115711UL-2,
115711UL-3,
115711UL-4",,,
115912UL,Eichholtz Chandelier Jet Set,EICHHOLTZ,Lighting > Chandeliers,5521.5,25%,4141.125,"Create a fascinating focal point in your interior with the scintillating Jet Set Chandelier. This enchanting Art Deco pendant features curved antique brass finish panels with decorative clear glass rods.

22.83"" dia x 33.07"" H","115912UL-1,
115912UL-2,
115912UL-3,
115912UL-4",,,
114911,Eichholtz Side Table Hoxton Set of 2,EICHHOLTZ,Tables > End Tables,4714,25%,3535.5,"This fashionable 2-piece set of Hoxton Side Tables is nothing less than stunning. Featuring a high and low round side table with slim bronze finish legs that are connected by a crossed bar, each piece stands out by an ultra-thick clear glass tabletop. This adorable set allows for your needs in style and space. Use the pair as petite end tables flanking a sofa or armchair.

15.75"" dia x 21.85"" H | 11.81"" dia x 19.29"" H","114911-1,
114911-2,
114911-3,
114911-4",,,
114482,Eichholtz Side Table Hoxton Set of 2 Brass,EICHHOLTZ,Tables > End Tables,5238,25%,3928.5,"This fashionable 2-piece set of Hoxton Side Tables is nothing less than stunning. Featuring a high and low round side table with slim brushed brass finish legs that are connected by a crossed bar, each piece stands out by an ultra-thick clear glass tabletop. This adorable set allows for your needs in style and space. Use the pair as petite end tables flanking a sofa or armchair.

15.75"" dia x 21.85"" H | 11.81"" dia x 19.29"" H","114482-1,114482-2,
114482-3,
114482-4",,,
A11763,Eichholtz Swivel Chair Eduardo,EICHHOLTZ,Seating > Occasional Chairs,2095,25%,1571.25,"With its high wing-backrest and seat in Clarck sand upholstery, the Eduardo Swivel Chair is both comfortable and stylish. Crafted from stainless steel with a shiny finish, its base offers a five-footed pedestal design that allows the seat above to swivel.

A. 39.37"" | B. 35.04"" | C. 41.34"" | D. 21.26"" | E. 18.11"" | F. 23.62""","A111763-1,
A111763-2,
A111763-3,
A111763-4,
A111763-5,
A111763-6",,,
A113196,Eichholtz Chair Sienna,EICHHOLTZ,Seating > Occasional Chairs,2673,25%,2004.75,"The sumptuous Sienna Chair pairs comfort with high-style. Featuring a t-shape, its backrest forms a whole with the armrests. This elegant modern armchair comes in a tufted upholstery in mellow Savona grey velvet, with two square throw cushions. Gold finished legs add extra glamour to its luxurious look.

A. 40.94"" | B. 37.4"" | C. 26.77"" | D. 28.35"" | E. 16.93""","A113196-1,
A113196-2,
A113196-3,
A113196-4,
A113196-5,
A113196-6,
A113196-7",,,
A115527,Eichholtz Sofa Ditmar L,EICHHOLTZ,Seating > Sofas,6588,25%,4941,"The large Ditmar Sofa will add lots of charm and extra seating space to your living room. This generous couch has a black finish base and a soft touch Bouclé cream upholstery. Deep channel stitching gives this contemporary sofa a touch of nostalgia.

A. 115.75"" | B. 38.19"" | C. 27.95"" | D. 25.98"" | E. 18.5"" | F. 27.95""","A115527-1,
A115527-2,
A115527-3,
A115527-4,
A115527-5",,,
A115101,Eichholtz Sofa Ditmar,EICHHOLTZ,Seating > Sofas,5346,25%,4009.5,"Resting upon a black finish base and upholstered in cream-coloured bouclé, Sofa Ditmar will bring lots of charm and warmth to your living room. The deep channel stitching of the seat and backrest gives this contemporary sofa a touch of nostalgia.

A. 90.94"" | B. 37.4"" | C. 27.95"" | D. 26.38"" | E. 17.72"" | F. 27.95""","A115101-1,
A115101-2,
A115101-3,
A115101-4,
A115101-5,
A115101-6",,,
A115307,Eichholtz Chair Ditmar,EICHHOLTZ,Seating > Occasional Chairs,2619,25%,1964.25,"Resting upon a black finish base and upholstered in cream-coloured bouclé, Chair Ditmar will bring lots of charm and warmth to your living room. The deep channel stitching of the seat and backrest gives this contemporary armchair a touch of nostalgia.

A. 41.34"" | B. 38.19"" | C. 27.95"" | D. 26.38"" | E. 17.72"" | F. 27.95""","A115307-1,
A115307-2,
A115307-3,
A115307-4,
A115307-5,
A115307-6",,,
116252,Eichholtz Coffee Table Princess,EICHHOLTZ,Tables > Cocktail Tables,2322,25%,1741.5,"Vintage brass finish | black leather | clear bevelled glass

16.54"" x 37.4"" x 18.11"" H","116252-1,
116252-2,
116252-3",,,
A115851,Eichholtz Sofa Cesare,EICHHOLTZ,Seating > Sofas,6237,25%,4677.75,"Inspired by the classic Chesterfield furniture, the Cesare Sofa in Lyssa off-white upholstery offers a more subtle button back design, gently curving with straight line embroidered stitching. This tuxedo sofa is presented with a black gunmetal base for a monochrome contrast. Scatter cushions provide a homely comfort.

A. 90.94"" | B. 38.19"" | C. 29.53"" | D. 26.77"" | E. 18.5""","A115851-1,
A115851-2,
A115851-3,
A115851-4",,,
A115460,Eichholtz Chair Hydra,EICHHOLTZ,Seating > Occasional Chairs,2133,25%,1599.75,"Always in fashion, the Hydra Chair comes in a sumptuous Brisbane cream fabric that perfectly complements any existing interior scheme. Designed in a classic wingback form, this lovely accent chair has a high backrest and a generously padded seat.

A. 29.53"" | B. 32.28"" | C. 28.74"" | D. 22.44"" | E. 17.13""","A115460-1,
A115460-2,
A115460-3,
A115460-4",,,
A113836,Eichholtz Sofa York,EICHHOLTZ,Seating > Sofas,5292,25%,3969,"The fabulous bouclé cream York Sofa with brushed brass legs oozes a touch of decadence. Its distinctive silhouette is inspired by Streamline Moderne, an international Art Deco design style from the 1930s that is characterised by soft curving forms and long horizontal lines. It comes with 4 square throw cushions.


A. 90.55"" | B. 38.19"" | C. 27.17"" | D. 27.95"" | E. 17.72""",A113836-1,,,
A113841,Eichholz Chair York,EICHHOLTZ,Seating > Occasional Chairs,2970,25%,2227.5,"The fabulous bouclé cream York Chair with brushed brass legs oozes a touch of decadence. Its distinctive silhouette is inspired by Streamline Moderne, an international Art Deco design style from the 1930s that is characterised by soft curving forms and long horizontal lines. It comes with 2 square throw cushions.

A. 44.09"" | B. 38.19"" | C. 27.17"" | D. 27.95"" | E. 17.72""","A113841-1,A113841-2,A113841-3,A113841-4,A113841-5,A113841-6",,,
A115310,Eichholtz Beige Sofa York,EICHHOLTZ,Seating > Sofas,5292,25%,3969,"The fabulous York Sofa with a Mademoiselle beige upholstery and brushed brass legs oozes a touch of decadence. Its distinctive silhouette is inspired by Streamline Moderne, an international Art Deco design style from the 1930s that is characterised by soft curving forms and long horizontal lines. It comes with 4 square throw cushions.

A. 90.55"" | B. 38.19"" | C. 27.17"" | D. 27.95"" | E. 17.72""","A115310-1,
A115310-2,
A115310-3,
A115310-4,
A115310-5.
A115310-6,
A115310-7",,,
A115461,Eichholtz Sofa Tondo,EICHHOLTZ,Seating > Sofas,6237,25%,4677.75,"Anchor your living room in contemporary style and impeccable comfort with the Tondo Sofa. Consisting of one piece in a free flowing shape that forms the bottom and armrests without a break in the design, this 3-seater is both a trendy and durable asset in your home. The constant flow and Bouclé cream upholstery make this sofa appeasing to the eye and comfortable to the body.

A. 90.55"" | B. 36.02"" | C. 29.92"" | D. 24.8"" | E. 17.72"" | F. 23.62""","A115461-1,
A115461-2,
A115461-3,
A115461-4,
A115461-5",,,
115578,Eichholtz Console Table Nerone,EICHHOLTZ,Tables > Console Tables,4806,25%,3604.5,"Charcoal grey oak veneer | brushed brass finish

70.87"" x 16.73"" x 30.12"" H","115578-1,
115578-2,
115578-3,
115578-4",,,
115579,Eichholtz Side Tables Nerone,EICHHOLTZ,Tables > End Tables,2336,25%,1752,"Charcoal grey oak veneer | brushed brass finish

27.76"" x 19.69"" x 15.94"" H","115579-1,
115579-2,
115579-3,
115579-4",,,
