sku,Name,Brand,Categories,Price,Discount,Sale Price,Description,Images,Length,Width,Height
114435,Eichholtz Coffee Table Puro Set of 4,EICHHOLTZ,Tables > Cocktail Tables,4171.5,25%,3128.625,"Coffee Table Puro is a practical 4-piece set of square tables that will give you a lot of layout options. Each table is finished with charcoal grey oak veneer. Personalise to your liking: use each table as a single piece, near the armrest of your sofa, transform it into a night stand, place it against a wall as a low console, or pair all 4 together to form a large coffee table.

25.59"" x 25.59"" x 12.8"" H per table","114435-1,
114435-2,
114435-3",,,
113839,Eichholtz Coffee Table Lauren Set of 2,EICHHOLTZ,Tables > Cocktail Tables,4603.5,25%,3452.625,"Set the tone for a vintage style décor with this attractive set of 2 Lauren Coffee Tables. Inspired by 50s design and featuring mocha oak veneer, this trendy pair has pretty pebble shaped tabletops and elegant tapered legs. Restrained and practical, it will create a welcoming, neat atmosphere in your living room.

54.33"" x 51.18"" x 13.98"" H | 38.78"" x 36.42"" x 11.02"" H","113839-1,
113839-2,
113839-3,
113839-4",,,
110614,Eichholtz Coffee Table Pentagon,EICHHOLTZ,Tables > Cocktail Tables,3240,25%,2430,"Grant your living area a voguish vintage feel with the Pentagonal Coffee Table. Its tapered triangular frame features a matte black nickel finish, while its charcoal oak veneer tabletop is beautifully inlaid in a three-cornered pattern.

37.01"" x 37.01"" x 14.96"" H","110614-1,
110614-2,
110614-3,
110614-4,
110614-5",,,
109033,Eichholtz Coffee Table Barrymore,EICHHOLTZ,Tables > Cocktail Tables,8289,25%,6216.75,"Bring the beauty of nature into your home with the Barrymore Coffee Table. A slim polished stainless steel structure holds up a thick slice of petrified wood that owes its unique character to its distinct grains, knots and holes.

45.28"" x 26.77"" x 13.78"" H","109033-1,
109033-2,
109033-3,
109033-4",,,
112312,Eichholtz Coffee Table Petrified Barrymore,EICHHOLTZ,Tables > Cocktail Tables,8518.5,25%,6388.875,"Bring the beauty of nature into your home with the Barrymore Coffee Table. A slim polished stainless steel structure holds up a thick slice of dark petrified wood that owes its unique character to its distinct grains, knots and holes

45.28"" x 26.77"" x 13.78"" H","112312-1,
112312-2,
112312-3,
112312-4,
112312-5",,,
111999,Eichholtz Coffee Table de Soto Set of 3,EICHHOLTZ,Tables > Cocktail Tables,7276.5,25%,5457.375,"Grains, knots and holes grant a unique appearance to the Coffee Table De Soto set of 3 with petrified wood table tops. Characterised by natural brown, grey and white tones, these distinctive coffee tables are suitable for a variety of interior styles and colour schemes. The tables vary in height and feature bronze finish legs.

Petrified wood literally means: wood turned into stone. Trees that have been buried under sediment for many years can transform into stone. While retaining the original structure of the stem tissue, all the organic materials are replaced with minerals.
Ranges Between: 19.69""-27.56"" x 19.69""-27.56"" x 19.69"" H | 16.93"" H | 14.17"" H","111999-1,
111999-2,
111999-3,
111999-4,
111999-5,
111999-6,
111999-7",,,
111465,Eicholtz Coffee Table de Soto set of 3 (Petrified Wood),EICHHOLTZ,Tables > Cocktail Tables,7276.5,25%,5457.375,"Grains, knots and holes grant a unique appearance to the Coffee Table De Soto set of 3 with petrified wood table tops. Characterised by natural black, brown, grey and white tones, these distinctive coffee tables are suitable for a variety of interior styles and colour schemes. The tables vary in height and feature bronze finish legs.

Petrified wood literally means: wood turned into stone. Trees that have been buried under sediment for many years can transform into stone. While retaining the original structure of the stem tissue, all the organic materials are replaced with minerals.

Ranges between: 19.69""-27.56"" x 19.69""-27.56"" x 19.69"" H | 16.93"" H | 14.17"" H","111465-1,
111465-2,
111465-3,
111465-4,
111465-5,
111465-6",,,
113295,Eichholtz Coffee Table Thousand Oaks Set of 2,EICHHOLTZ,Tables > Cocktail Tables,7128,25%,5346,"The irregular outline of the tabletops and the structure of wood give a unique appearance to this alluring set of 2 Thousand Oaks Coffee Tables. Featuring a wooden tabletop with a brass finish and a black base, the tables are different in height for added dimension. This alluring set is suitable for a variety of interior styles and colour schemes.

37.4"" dia x 15.94"" H | 33.46"" dia x 13.19"" H","113295-1,
113295-2,
113295-3,
113295-4,
113295-5",,,
113154,Eichholtz Coffee Table Ginkgo,EICHHOLTZ,Tables > Cocktail Tables,3888,25%,2916,"Create a fabulous look that exudes old world glamour, with the Ginkgo Coffee Table. This decorative ornament is a gorgeous stand out feature in your living room décor. Crafted from brass, it features three large Ginkgo Biloba leaves with a vintage brass finish.

38.58"" x 36.22"" x 11.42"" H","113154-1,
113154-2,
113154-3,
113154-4",,,
113081,Eichholtz Coffee Table Colibri,EICHHOLTZ,Tables > Cocktail Tables,3442.5,25%,2581.875,"Play with natural shapes in different heights with the Colibri Coffee Table that mixes vintage and botanical style. With three tops that are reminiscent of water lily leaves, these connected nesting tables with antique brass finish add an authentic touch to your interior. Pair with the Colibri Side Table to create an impressive centerpiece in your living room.

39.37"" dia x 38.98"" x 36.22"" x 10.63"" H","113081-1,
113081-2,
113081-3",,,
114532,Eichholtz Coffee Table Oxnard,EICHHOLTZ,Tables > Cocktail Tables,3334.5,25%,2500.875,"Add a modern and minimalistic touch to your living space with the Oxnard Coffee Table. It features a round tabletop of charcoal grey oak veneer and three legs in a brushed brass finish. Whether you are going for a retro or contemporary look, this stylish accent table will be a perfect choice.

47.64"" dia x 15.16"" H","114532-1,
114532-2,
114532-3,
114532-4",,,
113403,Eichholtz Coffee Table Oxnard,EICHHOLTZ,Tables > Cocktail Tables,3334.5,25%,2500.875,"Add a modern and minimalistic touch to your living space with the Oxnard Coffee Table. It features a round tabletop of washed oak veneer and three legs in a brushed brass finish. Whether you are going for a retro or contemporary look, this stylish accent table will be a perfect choice.

47.64"" dia x 15.16"" H","113403-1,
113403-2,
113403-3,
113403-4",,,
114926,Eichholtz Coffee Table the Crest,EICHHOLTZ,Tables > Cocktail Tables,5238,25%,3928.5,"Pairing rich materials with sleek design, Coffee Table The Crest brings form and function together in cosmopolitan style. This rectangular charcoal oak veneer table features a smoke glass top and two handy storage drawers. Perfect for contemporary interiors.

86.61"" x 30.71"" x 9.65"" H | 14.17"" H | drawer part: 21.65"" x 30.71"" x 6.3"" H","114926-1,
114926-2,
114926-3,
114926-4,
114926-5,
114926-6",,,
110547,Eichholtz Coffee Table Umberto,EICHHOLTZ,Tables > Cocktail Tables,4968,25%,3726,"Make a chic statement with the Art Deco style Umberto Coffee Table. Meticulously crafted from smoked eucalyptus figured veneer, it features a highly polished finish with a contrasting inlay detail in a lighter veneer shade.

39.37"" dia x 14.96"" H","110547-1,
110547-2,
110547-3",,,
111456,Eichholtz Coffee Table Urban,EICHHOLTZ,Tables > Cocktail Tables,5832,25%,4374,"The structure of wood grain grants a unique appearance to the Urban Coffee Table. Featuring a solid base of wood with a bronze finish and a round clear glass table top, this distinctive coffee table is suitable for a variety of interior styles and colour schemes.

47.24"" dia x 18.11"" H","111456-1,
111456-2,
111456-3,
111456-4",,,
111100,Eichholtz Coffee Table Bonheur,EICHHOLTZ,Tables > Cocktail Tables,3415.5,25%,2561.625,"Sculpted from iron in an antique gold finish, the dazzling Bonheur Coffee Table includes a sheaf-shaped base and a bevelled clear glass tabletop. Originally a symbol of prosperity and hospitality, the sheaf signifies one has worked hard and is now enjoying the good life.

35.43"" dia x 16.93"" H | glass 35.43"" dia","111100-1,
111100-2,
111100-3,
111100-4,
111100-5",,,
112362,Eichholtz Coffee Table Plantation,EICHHOLTZ,Tables > Cocktail Tables,3186,25%,2389.5,"Evoke the lush ambience of a tropical paradise with the Plantation Coffee Table. This enticing handcrafted table with vintage brass finish takes cues from the romantic charm of British colonial interiors and Caribbean plantation homes. It features a round table top of bevelled clear glass.

33.46"" dia x 18.11"" H","112362-1,
112362-2",,,
112801,Eichholtz Coffee Table Aventura,EICHHOLTZ,Tables > Cocktail Tables,2767.5,25%,2075.625,"The Aventura Coffee Table is a genuine piece of art! It comprises a wavy bronze finish base in one piece and a triangular glass top with rounded corners. Warm up the ambience by placing this stunning table on top of a sumptuous carpet.

39.57"" x 38.58"" x 17.13"" H","112801-1,
112801-2,
112801-3,
112801-4",,,
109537,Eichholtz Coffee Table Padova (Gold),EICHHOLTZ,Tables > Cocktail Tables,4833,25%,3624.75,"The stylish and functional Padova Coffee Table will channel glamour into your interior. With four charming nesting tables concealed beneath, each table saves floor space. Featuring a seductive gold finish and a smoke glass tabletop, this elegant furniture piece will add unparallelled designer style to your home.

39.17"" dia x 15.94"" H","109537-1,
109537-2,
109537-3,
109537-4",,,
109539,Eichholtz Coffee Table Padova (Silver),EICHHOLTZ,Tables > Cocktail Tables,4833,25%,3624.75,"The stylish and functional Padova Coffee Table will channel glamour into your interior. With four charming nesting tables concealed beneath, each stainless steel table saves floor space. Featuring a polished finish and a smoke glass tabletop, this elegant furniture piece will add unparallelled designer style to your home.

39.17"" dia x 15.94"" H","109539-1,
109539-2,
109539-3,
109539-4",,,
111146,Eichholtz Coffee table Trento,EICHHOLTZ,Tables > Cocktail Tables,1890,25%,1417.5,"The contemporary Trento Coffee Table comprises a construction of polished stainless steel and acrylic rods with a clear glass table top. Due to its transparent character this table allows the beauty of your interior surroundings to filter through.

MINIMALIST MAGNIFICENCE
Present your treasured homeware accessories in style with the Eichholtz Trento series. Supplement with luxury lighting and furniture from the Eichholtz collection to create a unique designer style.

40.94"" dia x 16.93"" H","111146-1,
111146-2,
111146-3,
111146-4,
111146-5",,,
112313,Eichholtz Coffee Table Trento,EICHHOLTZ,Tables > Cocktail Tables,2106,25%,1579.5,"The contemporary Trento Coffee Table comprises a gold finished frame with acrylic rods and a clear glass tabletop. Due to its transparent character this table allows the beauty of your interior surroundings to filter through.

40.94"" dia x 16.93"" H","112313-1,
112313-2,
112313-3",,,
111169,Eichholtz Coffee Table Equilibre,EICHHOLTZ,Tables > Cocktail Tables,2902.5,25%,2176.875,"Add a splash of urban glamour to your home décor with the uniquely shaped Equilibre Coffee Table. Comprising an eccentric cylindrical base with gold finish and a round clear glass tabletop, it’s a real eye catching piece of furniture.

35.43"" dia x 16.93"" H","111169-1,
111169-2,
111169-3,
111169-4",,,
114480,Eichholtz Coffee Table Maxim,EICHHOLTZ,Tables > Cocktail Tables,3766.5,25%,2824.875,"Crafted with a smooth surface of 15mm clear glass, Coffee Table Maxim is characterised by an understated geometric frame with a brushed brass finish that lends it a streamlined look. Sleek and modern, this coffee table matches well with most contemporary interiors.

47.24"" x 47.24"" x 11.81"" H","114480-1,
114480-2,
114480-3,
114480-4",,,
114766,Eichholtz Coffee Table Maxim (Silver),EICHHOLTZ,Tables > Cocktail Tables,3766.5,25%,2824.875,"Crafted with a smooth surface of 15mm clear glass, Coffee Table Maxim is characterised by an understated geometric frame with a polished stainless steel finish that lends it a streamlined look. Sleek and modern, this coffee table matches well with most contemporary interiors.

47.24"" x 47.24"" x 11.81"" H","114766-1,
114766-2,
114766-3",,,
114760,Eichholtz Coffee Table Allure,EICHHOLTZ,Tables > Cocktail Tables,4171.5,25%,3128.625,"Coffee Table Allure is a fantastic choice for optically enlarging your space while adding to the glamour of your decor. With 4 rectangular panels of smoke mirror glass surrounding a recessed square centerpiece, this modern coffee table will be a radiant focal point in your living room. The table top rests on a square black base and is adorned with polished stainless steel rims.

47.24"" x 47.24"" x 9.25"" H","114760-1,
114760-2,
114760-3",,,
114548,Eichholtz Coffee Table Allure (Brass),EICHHOLTZ,Tables > Cocktail Tables,4171.5,25%,3128.625,"Coffee Table Allure is a fantastic choice for optically enlarging your space while adding to the glamour of your decor. With 4 rectangular panels of mirror glass surrounding a recessed square centerpiece, this modern coffee table will be a radiant focal point in your living room. The table top rests on a square black base and is adorned with brushed brass finish rims.

47.24"" x 47.24"" x 9.25"" H","114548-1,
114548-2,
114548-3,
114548-4",,,
113051,Eichholtz Coffee Table Kahala,EICHHOLTZ,Tables > Cocktail Tables,2281.5,25%,1711.125,"Bring Hawaiian style to your seating group with the Kahala Coffee Table. Pairing a natural look with vintage glamour, this gorgeous coffee table features a fascinating bamboo-like frame in a vintage brass finish and a tabletop of bevelled clear glass.

27.56"" x 27.56"" x 12.8"" H","113051-1,
113051-2,
113051-3",,,
111357,Eichholtz Coffee Table Royalton,EICHHOLTZ,Tables > Cocktail Tables,4698,25%,3523.5,"Coffee Table Royalton features two clear glass table surfaces that run parallel to clear acrylic rods. Corners and legs of polished stainless steel complete the modern aesthetic.

CLEAN LINES WITH BAUHAUS ALLURE
Enjoy the Bauhaus designer appeal of the Eichholtz Royalton series. Let these elements add a modern touch to your hallway, living room or bedroom. Combine with luxury lighting and accessories of the Eichholtz collection for a contemporary interior style.

39.37"" x 39.37"" x 17.72"" H","111357-1,
111357-2,
111357-3",,,
113317,Eicholtz Coffee Table Royalton (Piano Black),EICHHOLTZ,Tables > Cocktail Tables,4698,25%,3523.5,"Enjoy the Bauhaus designer appeal of the Royalton Coffee Table. Its piano black frame features a tabletop and lower shelf of clear glass. Corners and legs with a brushed brass finish complete the modern aesthetic.

39.37"" x 39.37"" x 17.72"" H","113317-1,
113317-2,
113317-3",,,
111983,Eichholtz Coffee Table Royalton (Brass),EICHHOLTZ,Tables > Cocktail Tables,4698,25%,3523.5,"Coffee Table Royalton features two clear glass table surfaces that run parallel to clear acrylic rods. Corners and legs of brushed brass finish complete the modern aesthetic.

CLEAN LINES WITH BAUHAUS ALLURE
Enjoy the Bauhaus designer appeal of the Eichholtz Royalton series. Let these elements add a modern touch to your hallway, living room or bedroom. Combine with luxury lighting and accessories of the Eichholtz collection for a contemporary interior style.

39.37"" x 39.37"" x 17.72"" H","111983-1,
111983-2",,,
108178,Eichholtz Coffee Table Treasure,EICHHOLTZ,Tables > Cocktail Tables,3280.5,25%,2460.375,"The elegant eye-catching Coffee Table Treasure features a sleek and shiny polished stainless steel frame which wraps around a smoked glass tabletop and black base.

39.37"" x 39.37"" x 12.6"" H","108178-1,
108178-2,
108178-3",,,
114770,Eichholtz Coffee Table Tortona L,EICHHOLTZ,Tables > Cocktail Tables,4414.5,25%,3310.875,"Create a fabulous focal point in your lounge with the alluring Tortona Coffee Table. Accented by a sleek frame of polished stainless steel, this sleek furniture piece features a tabletop of clear glass and a lower shelf of beveled mirror glass.

47.24"" x 47.24"" x 11.81"" H","114770-1,
114770-2,
114770-3",,,
114400,Eichholtz Coffee Table Tortona L (Brass),EICHHOLTZ,Tables > Cocktail Tables,4414.5,25%,3310.875,"Create a fabulous focal point in your lounge with the alluring Tortona Coffee Table. Accented by a sleek frame with a brushed brass finish, this sleek furniture piece features a tabletop of clear glass and a lower shelf of beveled mirror glass.

47.24"" x 47.24"" x 11.81"" H","114400-1,
114400-2,
114400-3",,,
114369,Eichholtz Coffee Table Esposito Set of 4,EICHHOLTZ,Tables > Cocktail Tables,3564,25%,2673,"Coffee Table Esposito gives any living area a fashionable feel thanks to its on-trend design. Different levels make this 4-piece set supremely stylish and surprisingly functional. Mounted on a sturdy black base, each piece has a brushed brass finish with a soft sheen and a top of bevelled mirror glass.

23.62"" x 23.62"" x 10.24"" H | 7.87"" H","114369-1,
114369-2,
114369-3,
114369-4,
114369-5",,,
111871,Eichholtz Coffee Table Avian,EICHHOLTZ,Tables > Cocktail Tables,4387.5,25%,3290.625,"The glamorous Avian Coffee Table comprises a solid steel frame with gold finish. Stepped like a podium to create a multi-level configuration, it features eight square glossy tabletops for endless interior possibilities.

47.24"" x 47.24"" x 16.54"" H","111871-1,
111871-2,
111871-3",,,
112693,Eichholtz Coffee Table Sax set of 4,EICHHOLTZ,Tables > Cocktail Tables,6642,25%,4981.5,"Inspired by the structure of a honeycomb, this alluring set of 4 hexagonal Sax Coffee Tables makes your living room the place to be. Each table features a gold finished frame and a clear glass top and lower shelf. Put all tables together to create one large centerpiece, divide them into pairs or use them separately as stylish side tables.

23.62"" x 20.47"" x 14.17"" H","112693-1,
112693-2,
112693-3,
112693-4",,,
112692,Eichholtz Coffee Table Sax set of 4 (Stainless Steel),EICHHOLTZ,Tables > Cocktail Tables,6142.5,25%,4606.875,"Inspired by the structure of a honeycomb, this alluring set of 4 hexagonal Sax Coffee Tables makes your living room the place to be. Each table features a frame of polished stainless steel and a clear glass top and lower shelf. Put all tables together to create one large centerpiece, divide them into pairs or use them separately as stylish side tables.

23.62"" x 20.47"" x 14.17"" H","112692-1,
112692-2,
112692-3",,,
112502,Eichholtz Coffee Table Superia,EICHHOLTZ,Tables > Cocktail Tables,2605.5,25%,1954.125,"In the spirit of Bauhaus, the Superia Coffee Table not only adds an appealing, architectural aesthetic, it is also built for longevity. This contemporary coffee table features a sleek modern steel frame with a brushed brass finish and a clear glass tabletop and a mirror glass lower shelf.

27.56"" x 27.56"" x 13.78"" H","112502-1,
112502-2,
112502-3,
112502-4",,,
112526,Eichholtz Coffee Table Superia (Stainless Steel),EICHHOLTZ,Tables > Cocktail Tables,2376,25%,1782,"In the spirit of Bauhaus, the Superia Coffee Table not only adds an appealing, architectural aesthetic, it is also built for longevity. This contemporary coffee table features a sleek yet sturdy frame of polished stainless steel and a clear glass tabletop and a mirror glass lower shelf.

27.56"" x 27.56"" x 13.78"" H","112526-1,
112526-2,
112526-3",,,
112562,Eichholtz Coffee Table Ramage,EICHHOLTZ,Tables > Cocktail Tables,2065.5,25%,1549.125,"Channel timeless glamour in your interior with the stunning Ramage Coffee Table. Bauhaus appeal and oriental style converge in this exceptional design. The two angular trellis base elements are presented in polished stainless steel. The clear glass tabletop makes their beauty stand out. A great asset for transitional and eclectic décors.

70.87"" x 35.43"" x 12.68"" H","112562-1,
112562-2,
112562-3",,,
113287,Eichholtz Coffee Table Ramage,EICHHOLTZ,Tables > Cocktail Tables,2227.5,25%,1670.625,"Bauhaus appeal and oriental style converge in this exceptional design of the stunning Ramage Coffee Table. The two angular trellis base elements are presented in a gold finish. The clear glass tabletop makes their beauty stand out. A great asset for transitional and eclectic décors.

70.87"" x 35.43"" x 12.68"" H","113287-1,
113287-2,
113287-3",,,
109875,Eichholtz Coffee Table Connor,EICHHOLTZ,Tables > Cocktail Tables,4968,25%,3726,"Discover the versatility of the Connor Coffee Table. With its shiny pyramid base, this designer table adds radiance and splendour to your home décor. Crafted from stainless steel, the conspicuous geometric base features a glamorous gold finish and a clear glass tabletop.

39.37"" x 39.37"" x 17.72"" H","109875-1,
109875-2,
109875-3",,,
110184,Eichholtz Coffee Table Connor (Stainless Steel),EICHHOLTZ,Tables > Cocktail Tables,4468.5,25%,3351.375,"Discover the versatility of the Connor Coffee Table. With its shiny pyramid base, this designer table adds radiance and splendour to your home décor. Crafted from stainless steel, the conspicuous geometric base features a polished finish and a clear glass tabletop.

39.37"" x 39.37"" x 17.72"" H","110184-1,
110184-2,
110184-3,
110184-4,
110184-5",,,
114118,Eichholtz Coffee Table Lexus,EICHHOLTZ,Tables > Cocktail Tables,2632.5,25%,1974.375,"Round out your décor with the sophisticated Luxus Coffee Table. This striking coffee table with rounded corners is a fine addition to Art Deco interiors. It is characterised by a sturdy base with brushed brass finish and a black ceramic tabletop with marble look design with a brushed brass rim. To create a wonderful set that offers extra table space, you can use the Luxus Side Table as a nesting table for this coffee table.

31.89"" x 31.89"" x 15.16"" H","114118-1,
114118-2,
114118-3",,,
114422,Eichholtz Coffee Table Quest Set of 2,EICHHOLTZ,Tables > Cocktail Tables,3564,25%,2673,"Brushed brass finish | ceramic marble look
35.43"" x 35.43"" x 12.2"" H | 23.62"" x 23.62"" x 10.24"" H","114422-1,
114422-2,
114422-3",,,
110665,Eichholtz Coffee Table Concordia Set of 4,EICHHOLTZ,Tables > Cocktail Tables,7236,25%,5427,"Create a fantastic focal point in your lounge with this alluring set of 4 Concordia Coffee Tables. Accented by a sleek gold finished frame, each of these furniture pieces features a black faux marble box on a black base.

25.59"" x 25.59"" x 15.75"" H | 12.6"" H","110665-1,
110665-2,
110665-3,
110665-4",,,
110659,Eichholtz Coffee Table Prudential Set of 3,EICHHOLTZ,Tables > Cocktail Tables,3496.5,25%,2622.375,"The remarkable Prudential Coffee Tables remind one of faceted diamonds. This gorgeous set of 3 coffee tables is made of white faux marble and features black swirls and veins.

MARBLE ARTS
Add glamour to your lounge or conservatory with the Prudential tables. With their swirls and veins these remarkable faux marble coffee table sets are sure to be high-impact anchor pieces in your interior ensemble

20.47"" x 14.76"" x 15.75"" H | 13.78"" H | 11.81"" H","110659-1,
110659-2,
110659-3,
110659-4",,,
110658,Eichholtz Coffee Table Prudential Set of 3 (Black Faux Marble),EICHHOLTZ,Tables > Cocktail Tables,3496.5,25%,2622.375,"The remarkable Prudential Coffee Tables remind one of faceted diamonds. This gorgeous set of 3 coffee tables is made of black faux marble and features white swirls and veins.

MARBLE ARTS
Add glamour to your lounge or conservatory with the Prudential tables. With their swirls and veins these remarkable faux marble coffee table sets are sure to be high-impact anchor pieces in your interior ensemble.

20.47"" x 14.76"" x 15.75"" H | 13.78"" H | 11.81"" H","110658-1,
110658-2,
110658-3,
110658-4",,,
110663,Eichholtz Coffee Table Diamond,EICHHOLTZ,Tables > Cocktail Tables,3159,25%,2369.25,"The remarkable Diamond Coffee Table resembles the outlines of a faceted diamond. It is made of white faux marble and features characteristic black swirls and veins.

MARBLE DIAMOND
Add glamour to your home interior with the Diamond tables. With their characteristic swirls and veins these diamond-shaped faux marble coffee tables are sure to be high-impact anchor pieces in your interior ensemble.

39.76"" x 39.76"" x 12.6"" H","110663-1,
110663-2,
110663-3",,,
110662,Eichholtz Coffee Table Diamond,EICHHOLTZ,Tables > Cocktail Tables,3159,25%,2369.25,"The remarkable Diamond Coffee Table resembles the outlines of a faceted diamond. It is made of black faux marble and features characteristic white swirls and veins.

MARBLE DIAMOND
Add glamour to your home interior with the Diamond tables. With their characteristic swirls and veins these diamond-shaped faux marble coffee tables are sure to be high-impact anchor pieces in your interior ensemble.

39.76"" x 39.76"" x 12.6"" H
","110662-1,
110662-2,
110662-3,
110662-4",,,
112548,Eichholtz Coffee Table Parme,EICHHOLTZ,Tables > Cocktail Tables,2848.5,25%,2136.375,"Give your lounge a mid-century modern appeal with the gorgeous round Parme Coffee Table. With its grey faux marble tabletop with brushed brass rim, this tulip style coffee table is sure to be a high-impact anchor piece in your interior ensemble.

35.43"" dia x 16.14"" H","112548-1,
112548-2,
112548-3",,,
112048,Eichholtz Coffee Table Parme (Black Faux),EICHHOLTZ,Tables > Cocktail Tables,2605.5,25%,1954.125,"Give your lounge a Mid-Century Modern appeal with the gorgeous round Parme Coffee Table. With its black faux marble tabletop with brushed brass rim, this tulip style coffee table is sure to be a high-impact anchor piece in your interior ensemble.

35.43"" dia x 16.14"" H","112048-1,
112048-2,
112048-3,
112048-4",,,
112549,Eichholtz Coffee Table Parme Oval,EICHHOLTZ,Tables > Cocktail Tables,2281.5,25%,1711.125,"Give your lounge a mid-century modern appeal with the gorgeous oval Parme Coffee Table. Featuring a grey faux marble tabletop with brushed brass rim, this tulip style coffee table is sure to be a high-impact anchor piece in your interior ensemble.

47.24"" x 23.62"" x 19.88"" H","112549-1,
112549-2,
112549-3",,,
112049,Eichholtz Coffee Table Parme Oval (Black Faux),EICHHOLTZ,Tables > Cocktail Tables,2389.5,25%,1792.125,"Give your lounge a Mid-Century Modern appeal with the gorgeous oval Parme Coffee Table. Featuring a black faux marble tabletop with brushed brass rim, this tulip style coffee table is sure to be a high-impact anchor piece in your interior ensemble.

47.24"" x 23.62"" x 19.88"" H","112049-1,
112049-2,
112049-3,
112049-4,
112049-5",,,
112251,Eichholtz Coffee Table Caron,EICHHOLTZ,Tables > Cocktail Tables,3564,25%,2673,"Set the alluring Caron Coffee Table at the center of your seating group to add a touch of contemporary flair to your living room. Featuring lovely veined faux-marble with a brushed brass rim around the circumference, this drum-shaped coffee table will look great in almost any space.

31.5"" dia x 16.14"" H","112251-1,
112251-2,
112251-3",,,
115910UL,Eichholtz Chandelier Tissot S,EICHHOLTZ,Lighting > Chandeliers,4455,25%,3341.25,"Provided with an antique brass finish, the small Tissot Chandelier lends a fanciful touch to your space due to its eye-catching design. With four rows of thin chains that remind one of fringe flapper dresses from the 1920s, it radiates the glamour and extravagance of The Great Gatsby. Combine with the large Tissot Chandeliers for added dimension.

23.62"" dia x 26.77"" H","115910UL-1,115910UL-2,
115910UL-3,
115910UL-4",,,
115911UL,Eichholtz Chandelier Tissot L,EICHHOLTZ,Lighting > Chandeliers,6237,25%,4677.75,"Provided with an antique brass finish, the large Tissot Chandelier lends a fanciful touch to your space due to its eye-catching design. With four rows of thin chains that remind one of fringe flapper dresses from the 1920s, it radiates the glamour and extravagance of The Great Gatsby. Combine with one or more small Tissot Chandeliers for added dimension.

35.43"" dia x 24.02"" H","115911UL-1,
115911UL-2,
115911UL-3,
115911UL-4",,,
114786UL,Eichholtz Chandelier Hector L ,EICHHOLTZ,Lighting > Chandeliers,5845.5,25%,4384.125,"Beautify your interior with the glamorous Hector L Chandelier. This contemporary interpretation of Art Deco design is embellished with tiers of clear glass rods. It gives a pleasing ambient light and is provided with a bronze highlight finish. Supplied with a chain, it is convertible from a semi-flush mounted ceiling light to a pendant lamp.

35.43"" dia x 27.56"" H","114786UL-1,
114786UL-2",,,
114719UL,Eichholtz Chandelier Hector S,EICHHOLTZ,Lighting > Chandeliers,4995,25%,3746.25,"Beautify your interior with the glamorous Hector S Chandelier. This contemporary interpretation of Art Deco design is embellished with tiers of clear glass rods. It gives a pleasing ambient light and is provided with a bronze highlight finish. Supplied with a chain, it is convertible from a semi-flush mounted ceiling light to a pendant lamp.

23.62"" dia x 26.77"" H","114719UL-1,
114719UL-2",,,
110011UL,Eichholtz Chandelier Hermitage S,EICHHOLTZ,Lighting > Chandeliers,3631.5,25%,2723.625,"Channel glamorous designer style into your interior setting with the Hermitage S Chandelier. Instead of traditional droplets the nickel finished armature features glass facets that reflect the light like glimmering ice crystals. Thus it creates a stunning glow in any interior it adorns.

23.62"" dia x 29.92"" H","110011UL-1,
110011UL-2,
110011UL-3",,,
110012UL,Eichholtz Chandelier Hermitage L,EICHHOLTZ,Lighting > Chandeliers,4968,25%,3726,"Channel glamorous designer style into your interior setting with the Hermitage L Chandelier. Instead of traditional droplets the nickel finished armature features glass facets that reflect the light like glimmering ice crystals. Thus it creates a stunning glow in any interior it adorns.

31.5"" dia x 37.4"" H","110012UL-1,
110012UL-2,
110012UL-3",,,
115384UL,Eichholtz Chandelier Amazone Rectangular,EICHHOLTZ,Lighting > Chandeliers,5521.5,25%,4141.125,"Add luxury and glamour to your hallway, living space or dining area with Chandelier Amazone. Boasting an impressive crystal glass fitting, this lustrous chandelier can illuminate an entire room. Moreover, it is an excellent way to show off your style. Suspended on two chains, it features a 3-layered nickel finish frame filled with rectangular crystals that capture and refract light to create dramatic patterns on surrounding surfaces.

55.12"" x 16.14"" x 17.91"" H","115384UL-1,
115384UL-2,
115384UL-3",,,
115383UL,Eichholtz Chandelier Amazone Rectangular Smoke Crystal,EICHHOLTZ,Lighting > Chandeliers,5521.5,25%,4141.125,"Add luxury and glamour to your hallway, living space or dining area with Chandelier Amazone. Boasting an impressive crystal glass fitting, this lustrous chandelier can illuminate an entire room. Moreover, it is an excellent way to show off your style. Suspended on two chains, it features a 3-layered nickel finish frame filled with rectangular smoke crystals that capture and refract light to create dramatic patterns on surrounding surfaces.

55.12"" x 16.14"" x 17.91"" H","115383UL-1,
115383UL-2,
115383UL-3,
115383UL-4",,,
115167UL,Eichholtz Chandelier Benini S,EICHHOLTZ,Lighting > Chandeliers,5562,25%,4171.5,"The Benini Chandelier packs spellbinding charm and beauty into a brilliant design. This gorgeous tapered chandelier with antique brass finish features diamond-shaped tubes of amber glass that let light fall through, creating a fascinating light display. Also available in a large version. Group together for an engaging atmosphere.

25.59"" dia x 22.83"" H","115167UL-1,
115167UL-2,
115167UL-3,
115167UL-4",,,
