sku,Name,Brand,Categories,MSRP,Sale Price,Description,Images,Length,Width,Height
SGU-017-231-A,Caracole The Well Balanced Chair,Caracole,Furniture > Living > Occasional Chairs,5215,3441.9,"MATERIAL:
Stainless steel

FINISH:
Majestic Gold

DIMENSIONS (IN):
38.75W x 36.25D x 29.5H in

DIMENSIONS (CM):
98.43W x 92.08D x 74.93H cm

SEAT WIDTH:
24

SEAT DEPTH:
22.5

SEAT HEIGHT:
18.5

ARM HEIGHT:
25

CARTON DIMENSIONS:
41.300W x 41.300D x 32.300H in

WEIGHT:
143 pounds

PRODUCT OVERVIEW:
Elegance and sophistication align in this beautifully tailored channel-tufted chair. Upholstered in a luxurious basketweave fabric in a shimmering Moonstone hue, it rests atop a thin Majestic Gold framework making it appear lighter than air. A Majestic Gold top rail and vogue detailing like the Majestic Gold beading that runs down the back of the framework, give this chair a sophisticated presence. Its arms are the perfect height for resting or reading. Pair this chair with The Well-Balanced Ottoman for a comfortable reading chair or consider a pair of chairs for a cozy niche.
FEATURES:
Stainless steel frame plated in Majestic Gold. Tight seat and back with channel tufting.
CONSTRUCTION:
Stainless steel frame. Plush Poly foam cushion. 8-way hand tied seat.","SGU-017-231-A-1, SGU-017-231-A-2, SGU-017-231-A-3, SGU-017-231-A-4, SGU-017-231-A-5",38.75,36.25,29.5
SGU-017-241-A,Caracole The Well Balanced Ottoman,Caracole,Furniture > Living > Benches & Ottomans,2835,1871.1,"MATERIAL:
Stainless Steel

FINISH:
Majestic Gold

DIMENSIONS (IN):
26.25W x 24.5D x 17H in

DIMENSIONS (CM):
66.68W x 62.23D x 43.18H cm

CARTON DIMENSIONS:
28.100W x 26.600D x 19.900H in

WEIGHT:
55 pounds

PRODUCT OVERVIEW:
Elegance and sophistication align in this beautifully tailored channel-tufted ottoman. Upholstered in a luxurious basketweave fabric in a shimmering Moonstone hue, it rests atop thin, Majestic Gold framework making it appear lighter than air. Create a cozy nook in your home and pair this with The Well-Balanced Chair or tuck it beneath a console for extra seating. Offering sophisticated, clean lines and a comfortable seat, this chic ottoman makes a beautiful seat in a dressing room or at the foot of the bed.
FEATURES:
Stainless steel frame plated in Majestic Gold. Tight seat with channel tufting.
CONSTRUCTION:
Stainless steel base. Plush poly foam cushion. 8-way hand tied seat.","SGU-017-241-A-1, SGU-017-241-A-2, SGU-017-241-A-3, SGU-017-241-A-4",26.25,24.5,17
CLA-417-067,Caracole Easy As 123 Nightstand,Caracole,Furniture > Bedroom > Nightstands,2795,1844.7,"MATERIAL:
Birch, Fumed Figured Tiger Maple

FINISH:
Smoke, Taupe Silver Leaf, Platinum

DIMENSIONS (IN):
32W x 19D x 31H in

DIMENSIONS (CM):
81.28W x 48.26D x 78.74H cm

CARTON DIMENSIONS:
35.900W x 23.100D x 35.400H in

WEIGHT:
121 pounds

PRODUCT OVERVIEW:
An elegant storage solution, this three-drawer nightstand offers updated traditional styling that complements the design of any bedroom suite. Crafted of Fumed Figured Tiger Maple, it's finished in Smoke and features a Taupe Silver Leaf top. You'll enjoy the lovely silkscreen trellis pattern on the inside bottom of its top drawer every time you open it. Metal ferrules add a finishing touch and coordinate beautifully with other metallic finishes in the space.
FEATURES:
Panels in Smoke with solids and top in Taupe Silver Leaf. Three drawers. Top drawer with silkscreen trellis pattern on the bottom. Top drawer with self-closing guides. Two lower drawers with side guides. Metal ferrules on legs. Drawer interiors in Platinum.","CLA-417-067-1, CLA-417-067-2, CLA-417-067-3, CLA-417-067-4",32,19,31
TRA-CLOSTO-037,Caracole Italian Dressing,Caracole,Furniture > Bedroom > Dressers,6975,4603.5,"MATERIAL:
Hardwood Solids and Maple Veneers

FINISH:
Taupe Silver Leaf, Smoke, Platinum

DIMENSIONS (IN):
76W x 19D x 40H in

DIMENSIONS (CM):
193.04W x 48.26D x 101.6H cm

CARTON DIMENSIONS:
79.800W x 22.910D x 45.240H in

WEIGHT:
281.6 pounds

PRODUCT OVERVIEW:
Purely classic styles appeal to most designers for their timeless qualities. In this example, highly figured Tiger Maple veneers are washed in a soft Smoke finish, and framed by a Taupe Silver Leaf application which adds highlights. At 76-inches wide, use Italian Dressing as a statement piece for the bedroom or dining room. The tall legs help to give this profile an up-to-date look. Nine drawers offer ample storage and you'll be delighted to see the silk-screened trellis pattern each time you open the top row of drawers.
FEATURES:
Panels in Smoke with solids and top in Taupe Silver Leaf. Nine drawers. Top drawers with soft-close guides. Jewelry tray in top left drawer. Drawer interiors in Platinum. Case ships with one set of hardware. Metal ferrules and hardware in Brush Taupe.","TRA-CLOSTO-037-1, TRA-CLOSTO-037-2, TRA-CLOSTO-037-3, TRA-CLOSTO-037-4, TRA-CLOSTO-037-5, TRA-CLOSTO-037-6, TRA-CLOSTO-037-7",76,19,40
UPH-417-111-A,Caracole Come Full Circle Sofa,Caracole,Furniture > Living > Sofas,5700,3762,"MATERIAL:
Birch, Plated Stainless Steel

FINISH:
Auric, Whisper of Gold

DIMENSIONS (IN):
82.5W x 30.5D x 33H in

DIMENSIONS (CM):
209.55W x 77.47D x 83.82H cm

SEAT WIDTH:
69.5

SEAT DEPTH:
22.5

SEAT HEIGHT:
18.5

ARM HEIGHT:
33

CARTON DIMENSIONS:
85.500W x 33.500D x 36.000H in

WEIGHT:
154 pounds

PRODUCT OVERVIEW:
This button-tufted beauty offers inimitable style. Its shapely silhouette features a decorative inset metal frame with an open pattern of connecting circles-the symbol of no beginning and no end. A Whisper of Gold metal finish highlights its one-of-a-kind frame, and complements the dressy textured pure ivory fabric of its tufted, upholstered back and seat. With perfect proportions, the sofa is finished with fashion-inspired legs.
FEATURES:
Decorative open metal frame. Tight seat and back with button tufting. Tapered conical legs.
CONSTRUCTION:
Plush poly foam cushion. 8-way hand tied seat. Feather down pillows.","UPH-417-111-A-1, UPH-417-111-A-2, UPH-417-111-A-3, UPH-417-111-A-4, UPH-417-111-A-5",82.5,30.5,33
C010-016-131-A,Caracole Adela Chair,Caracole,Furniture > Living > Occasional Chairs,2220,1465.2,"MATERIAL:
Birch

FINISH:
Blush Taupe

DIMENSIONS (IN):
28.75W x 28.5D x 33.25H in

DIMENSIONS (CM):
73.03W x 72.39D x 84.46H cm

SEAT WIDTH:
23

SEAT DEPTH:
24.25

SEAT HEIGHT:
19.25

ARM HEIGHT:
19.25

CARTON DIMENSIONS:
32.480W x 33.071D x 37.205H in

WEIGHT:
41.88 pounds

PRODUCT OVERVIEW:
Taking cues from Art Nouveau design and a mixture of architectural elements, this accent chair showcases a continuously flowing silhouette. The suspended concave back features a cantilever design offering a weightless aesthetic. The carved, exposed wood frame is finished in sofa metallic Blush Taupe and offset by a stylish iced Lavender linen blend fabric. Designed to perfectly pair with the collection's other upholstery offerings, this sophisticated chair offers immense versatility when extra seating is needed in any room of the home.
FEATURES:
Tight seat and back.
CONSTRUCTION:
Plush poly foam cushion. No sag seat.","C010-016-131-A-1, C010-016-131-A-2, C010-016-131-A-3, C010-016-131-A-4, C010-016-131-A-5",28.75,28.5,33.25
UPH-417-034-A,Caracole U Turn Swivel Chair,Caracole,Furniture > Living > Occasional Chairs,1665,1098.9,"MATERIAL:
Birch, Plated Stainless Steel on base

FINISH:
Pearl, Whisper of Gold

DIMENSIONS (IN):
31.25W x 26.75D x 30.5H in

DIMENSIONS (CM):
79.38W x 67.95D x 77.47H cm

SEAT WIDTH:
21

SEAT DEPTH:
19.75

SEAT HEIGHT:
18

CARTON DIMENSIONS:
35.250W x 30.750D x 34.250H in

WEIGHT:
132 pounds

PRODUCT OVERVIEW:
Handpicked for its ability to delight design aficionados, this one-of-a-kind chair always turns heads. With an upholstered interior in a soft buff colored velvet and a contrasting satin swirl fabric on the outback, this chair can blend seamlessly into any decor. Its swivel base makes it ultimately functional, while elegant finishes in Pearl and Whisper of Gold add expressive elements of style.
FEATURES:
Swivel base. Decorative metal band around wood base. Barrel back. Tight seat.
CONSTRUCTION:
Plush poly foam cushion. 8-way hand tied seat.","UPH-417-034-A-1, UPH-417-034-A-2, UPH-417-034-A-3, UPH-417-034-A-4",31.25,26.75,30.5
"C010-016-033-A
",Caracole Adela Chair,Caracole,Furniture > Living > Occasional Chairs,3105,2049.3,"MATERIAL:
Birch

FINISH:
Blush Taupe

DIMENSIONS (IN):
34W x 36D x 32.25H in

DIMENSIONS (CM):
86.36W x 91.44D x 81.92H cm

SEAT WIDTH:
26

SEAT DEPTH:
20.5

SEAT HEIGHT:
20

ARM HEIGHT:
24.75

CARTON DIMENSIONS:
37.992W x 39.961D x 36.417H in

WEIGHT:
79.2 pounds

PRODUCT OVERVIEW:
Barrel chairs were never as dashing as this. Fully-dressed in sumptuous oyster-colored velvet with tailored stitching and contrasting exposed wood ribbon detailing, this piece is sublimely comfortable. Its back gently curves around the whole piece and is contemporized by a wide top rail that sweeps around the silhouette. Trapezoid legs, painted to match the frame in a shimmering Blush Taupe, add lightness to this piece. Warm and inviting with its dressy satin strie throw pillow, this modern, retro-chic design is tomorrow's future classic statement.
FEATURES:
Loose seat cushion. Tight back with channel stitching.
CONSTRUCTION:
Springdown cushion. No sag seat. Feather down pillow.","C010-016-033-A-1, C010-016-033-A-2, C010-016-033-A-3, C010-016-033-A-4",34,36,32.25
"C010-016-035-A
",Caracole Adela Chair,Caracole,Furniture > Living > Occasional Chairs,2945,1943.7,"MATERIAL:
Birch

FINISH:
Blush Taupe

DIMENSIONS (IN):
31.75W x 35.5D x 30.25H in

DIMENSIONS (CM):
80.65W x 90.17D x 76.84H cm

SEAT WIDTH:
28.25

SEAT DEPTH:
20.5

SEAT HEIGHT:
19.75

ARM HEIGHT:
26.5

CARTON DIMENSIONS:
35.827W x 39.567D x 34.252H in

WEIGHT:
66 pounds

PRODUCT OVERVIEW:
The feminine tailoring of this collection comes to life in this perfectly proportioned lounge chair. Its soft curves and subtle movement offer a pleasing sense of calm because nothing is busy or overly designed. Wrapped in a chic, creamy boucle fabric that has a soft shimmer, the exposed frame and contemporary conical feet are finished in a soft metallic Blush Taupe. This barrel chair has an elegant outward beauty and exudes a sense of opulence with its welcoming proportions, scallop-tufted back and generous seat cushion.
FEATURES:
Loose seat cushion. Tight back with channel stitching.
CONSTRUCTION:
Springdown cushion. No sag seat.","C010-016-035-A
-1, C010-016-035-A
-2, C010-016-035-A
-3, C010-016-035-A
-4, C010-016-035-A
-5",31.75,35.5,30.25
CLA-016-068,Caracole You're A Beauty Nightstand,Caracole,Furniture > Bedroom > Nightstands,2380,1570.8,"FINISH:
Auric, Gold Bullion Paint

WEIGHT:
112.2 pounds

MATERIAL:
Birch, Maple, Pine

DIMENSIONS (IN):
24W x 18D x 29.75H in

PRODUCT OVERVIEW:
A nightstand with one drawer and open space for storing books and magazines is essential in a bedroom. However, this piece's dressy elegance belies its practicality. The case is a modern interpretation of linear Italian style with the addition of a lustrous Auric silver leaf finish, beveled antique mirror facades and an inset white stone top. This carved chest features one soft-close drawer with a custom-designed square metal/mirrored pull. The interior is finished in sparkling Gold Bullion Paint. Carved square tapered feet with metal ferrules make this a standout bedside table.
FEATURES:
One drawer with undermount soft-close guides. Open space below drawer. Inset engineered stone top. Beveled mirror on drawer front and end panels. Metal ferrules. Hardware has inset antique mirror face.","CLA-016-068-1, CLA-016-068-2, CLA-016-068-3, CLA-016-068-4",24,18,29.75
CLA-016-083,Caracole Silver and Gold Ottoman,Caracole,Furniture > Living > Benches & Ottomans,1780,1174.8,"FINISH:
Gold Bullion

DIMENSIONS (IN):
27.25W x 20.25D x 19H in

WEIGHT:
25 pounds

PRODUCT OVERVIEW:
Nickel, Gold Bullion and acrylic merge in this petite bench with enormous style. The bench frame and tops of the Italian square tapered legs are finished in polished Nickel framed in Gold Bullion. The middle of each leg is faceted acrylic that is finished with a Gold Bullion metal ferrule. The rectangular bench seat is tastefully upholstered in a light grey strie fabric. For a little shimmer at the end of a bed, this bench does the trick.
FEATURES:
Two part frame with Gold Bullion and Nickel plated polished metal. Acrylic legs with metal ferrules in Gold Bullion. Upholstered seat top.","CLA-016-083-1, CLA-016-083-2, CLA-016-083-3",27.25,20.25,19
SIG-419-125,Caracole The Boutique Bed - King,Caracole,Furniture > Bedroom > Beds,10685,7052.1,"MATERIAL:
Birch Solids

DIMENSIONS (IN):
83.5W x 90.25D x 47H in

DIMENSIONS (CM):
212.09W x 229.24D x 119.38H cm

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
Combining the comfort of a refined boutique hotel and the authentic charm of a modern Paris apartment, the fully upholstered Boutique Bed is a dream dressed in a crisp white grasscloth textured vinyl! Designed to accommodate a sleep number mattress, the Boutique platform bed offers a fresh and modern statement in luxury living, a worthy anchor for a boutique hotel inspired bedroom for the globe's chicest destination cities – think Miami, Madrid, or St. Barts. Bring this exceptional style to your own personal urban loft and capture the luxury at home!
FEATURES:
Fully upholstered bed will accommodate a Sleep Number bed mattress. Two pillows included.","SIG-419-125-1, SIG-419-125-2, SIG-419-125-3, SIG-419-125-4",83.5,90.25,47
SIG-419-065,Caracole En Vogue Nightstand,Caracole,Furniture > Bedroom > Nightstands,7750,5115,"MATERIAL:
Birch Solids, Glass, Stainless Steel, Maple Veneer

FINISH:
Piano Black, Signature Stainless Steel

DIMENSIONS (IN):
40W x 17D x 27H in

CARTON DIMENSIONS:
44.600W x 21.500D x 32.800H in

WEIGHT:
198 pounds

PRODUCT OVERVIEW:
Timeless good looks and avant-garde detailing give this vogue nightstand enviable style and staying power. Rendered in a luxe black lacquer with a stately black and white marble top, its two drawers feature painted black glass on the drawer fronts. Each drawer is surrounded by a silver metal detail and finished with custom gold hardware. As a final finishing touch, the feet feature a metal ferrules.
FEATURES:
Case is finished in Piano Black with a black and white stone top. Two drawers are lined with white felt and feature black glass drawer fronts with Signature Stainless Steel bead and custom hardware. Feet feature metal ferrules.","SIG-419-065-1, SIG-419-065-2, SIG-419-065-3, SIG-419-065-4, SIG-419-065-5, SIG-419-065-6",40,17,27
CLA-420-104,"Caracole Crown Jewel Bed
",Caracole,Furniture > Bedroom > Beds,4020,2653.2,"MATERIAL:
Birch, Acrylic, Cathedral Walnut

FINISH:Mocha Walnut

DIMENSIONS (IN):
65.5W x 86D x 61H

DIMENSIONS (CM):
166.37W x 218.44D x 154.94H


PRODUCT OVERVIEW:
Fall asleep with ease each night in this magnificent bed and enjoy the royal treatment. Notable in every way, its defining style bridges old and new with an exquisitely upholstered fabric headboard framed in a rich Mocha Walnut finish. Boasting a traditional silhouette, this elegantly updated creation offers incomparable fit and finish. An acrylic post option is available while metal ferrules in Stainless Steel on the front legs add an extra element of glamour. With classic heritage and refreshing nuances, it?s the just type of bed you can?t wait to come home to.
FEATURES:
Upholstered headboard.
Wood footboard and siderails in Mocha Walnut.
Front metal ferrules in Stainless Steel.
Acrylic post option available.
Two Finial options for headboard

ALSO AVAILABLE IN:
- King: CLA-420-124
- California King: CLA-420-144","CLA-420-104-1, CLA-420-104-2, CLA-420-104-3, CLA-420-104-4",65.5,86,61
CLA-020-105,Caracole Decent Proposal Bed,Caracole,Furniture > Bedroom > Beds,4605,3039.3,"MATERIAL:
Birch

FINISH:Dark Chocolate, Champagne Gold

DIMENSIONS (IN):
67.25W x 87.75D x 60H

DIMENSIONS (CM):
170.82W x 222.89D x 152.4H

PRODUCT OVERVIEW:
Dashing and distinctly modern, this architecturally inspired bed introduces an updated take on a classic Parsons style. Its dramatic headboard is upholstered in a light-toned performance fabric, richly contrasted by Dark Chocolate trim. An inlaid metal accent in Champagne Gold adds warmth and a sophisticated detail. Fully upholstered side rails and footboard are beautifully balanced on a Dark Chocolate plinth base.
FEATURES:
Upholstered headboard, footboard and side rails.
Headboard trim in Dark Chocolate with metal inlay in Champagne Gold.
Plinth base in Dark Chocolate.

ALSO AVAILABLE IN:
King: CLA-020-125
California King: CLA-020-145","CLA-020-105-1, CLA-020-105-2, CLA-020-105-3, CLA-020-105-4, CLA-020-105-5, CLA-020-105-6",67.25,87.75,60
"CLA-020-0611
",Caracole Excess Knot Nightstand,Caracole,Furniture > Bedroom > Nightstands,2065,1362.9,"MATERIAL:
Birch, Faux Spalted Maple

FINISH:Dark Chocolate, Naturally Organic

DIMENSIONS (IN):
24W x 18D x 25H

DIMENSIONS (CM):
60.96W x 45.72D x 63.5H

WEIGHT: 112.4 pounds

PRODUCT OVERVIEW:
This modern nightstand introduces warmth and organic texture in a simple, yet striking form. At the center of attention, a single drawer in a Naturally Organic finish captures the intricate beauty of spalted maple wood, digitally printed on maple veneer. Features an open storage area with a removable glass center shelf and two USB ports on the back for charging convenience
FEATURES:
Case finished in Dark Chocolate.
One drawer with Naturally Organic front and side guide.
Open storage area with removable center glass shelf.
Interior in Dark Chocolate.
Plinth base in Dark Chocolate.
CONSTRUCTION:
Top Drawer with side guides: 6H x 24W
Interior Dimensions:
Between Sides: 18.25
Back of front to front of back: 13
Top of bottom to top of side: 3.5
Removable glass shelf in bottom section: 24.5W x 15.75D","CLA-020-0611-1, CLA-020-0611-2, CLA-020-0611-3, CLA-020-0611-4, CLA-020-0611-5, CLA-020-0611-6, CLA-020-0611-7, CLA-020-0611-8",24,18,25
CLA-020-031,Caracole Around The Corner Dresser,Caracole,Furniture > Bedroom > Dressers,6740,4448.4,"MATERIAL:
Birch, Maple, Walnut, Maple

FINISH:Dark Chocolate, Rich Walnut, Champagne Gold

DIMENSIONS (IN):
78W x 21D x 32H

DIMENSIONS (CM):
198.12W x 53.34D x 81.28H

WEIGHT: 416.7 pounds

PRODUCT OVERVIEW:
A masterful mix of form and function, this mid-century-inspired console stirs interest with its linear design and host of storage options. Sliding tambour doors in Rich Walnut add texture and contrast to a Dark Chocolate finish. Framed in Champagne Gold, four center drawers feature vinyl fronts, embossed with a pattern reminiscent of rain trickling down a windowpane. Expansive storage offers two fixed shelves on the left, offset by five soft-close drawers on the right. Modern and multifunctional, its clean-lined design is well-suited for living, dining, and bedroom interiors.
FEATURES:
Top, ends and face of frame in Dark Chocolate.
Metal trim in Champagne Gold.
Tambour doors on each end in Rich Walnut with two fixed shelves on left side and five undermount soft close drawers on right side.
Four center drawers with vinyl fronts and soft close undermount guides.
Top drawer with felt lined bottom.
Interior in Dark Chocolate.
Plinth base in Dark Chocolate.","CLA-020-031-1, CLA-020-031-2, CLA-020-031-3, CLA-020-031-4, CLA-020-031-5, CLA-020-031-6, CLA-020-031-7, CLA-020-031-8, CLA-020-031-9",78,21,32
CLA-019-101,Caracole Fall In Love Bed,Caracole,Furniture > Bedroom > Beds,4100,2706,"MATERIAL:
Birch, Maple

FINISH:Matte Pearl

DIMENSIONS (IN):
66W x 86D x 66H

DIMENSIONS (CM):
167.64W x 218.44D x 167.64H

PRODUCT OVERVIEW:
When every detail falls into place, you can't help but Fall in Love. And so it is with this captivating bed. With a softly curved headboard that ensconces you in style, it boasts a thoughtful combination of luxe materials. As you lay back and rest your head, you?ll enjoy the soft support of an exquisitely upholstered headboard framed with wood trim finished in lustrous Matte Pearl. This exquisite finish also highlights its shapely wood footboard and side rails. Understated yet exceptional, this beloved bed captures the essence of everyday elegance.
FEATURES:
Beaded upper headboard with upholstered lower panel.
Wood footboard and siderail finished in Matte Pearl.
Plinth base.

ALSO AVAILABLE IN:
King: CLA-019-121
California King: CLA-019-141","CLA-019-101-1, CLA-019-101-2, CLA-019-101-3, CLA-019-101-4",66,86,66
CLA-019-0613,Caracole True Love Nightstand,Caracole,Furniture > Bedroom > Nightstands,2620,1729.2,"MATERIAL:
Birch, Maple

FINISH:Matte Pearl, Whisper of Gold

DIMENSIONS (IN):
32W x 18D x 28H

DIMENSIONS (CM):
81.28W x 45.72D x 71.12H

Weight: 122 pounds

PRODUCT OVERVIEW:
When you find just the right nightstand, it?s True Love. No other nightstand will look the same after you?ve experienced the graceful elegance of this head-turner. A lustrous palette of Matte Pearl and Whisper of Gold highlights its rounded silhouette and fluted surfaces. Like the perfect earrings complete an outfit, this nightstand?s glimmering tapered feet in Whisper of Gold add an unforgettable finishing touch.
FEATURES:
Case finished in Matte Pearl.
Two touch latch drawers with undermount guides.
Metal feet in Whisper of Gold.
Interior in Matte Pearl.","CLA-019-0613-1, CLA-019-0613-2, CLA-019-0613-3, CLA-019-0613-4",32,18,28
CLA-019-081,Caracole For The Love Of Ottoman ,Caracole,Furniture > Living > Benches & Ottomans,1220,805.2,"MATERIAL:
Maple

FINISH:Matte Pearl

DIMENSIONS (IN):
27W x 18D x 18H

DIMENSIONS (CM):
68.58W x 45.72D x 45.72H

WEIGHT: 76 pounds

PRODUCT OVERVIEW:
Storage has never felt so fashionable than with this luxe storage ottoman. Its lovely fluted exterior is highlighted in a Matte Pearl finish that will complement any room?s d?cor scheme while a recessed base adds an element of distinction. Upholstered in a sophisticated neutral fabric, its top seat cushion opens to reveal multi-level storage. Boasting form and function, it?s hard to say which is more valuable. Use it on its own or as a pair in nearly any room for a touch of signature style.
FEATURES:
Base finished in Matte Pearl.
Upholstered top seat cushion.
Lift up seat with interior storage. Small removable storage box.
Interior cord access cut out.","
CLA-019-081-1, CLA-019-081-2, CLA-019-081-3, CLA-019-081-4, CLA-019-081-5, CLA-019-081-6",27,18,18
CLA-020-101,Caracole Pinstripe Bed,Caracole,Furniture > Bedroom > Beds,5935,3917.1,"MATERIAL:
Birch, Walnut

FINISH:Dark Chocolate, Rich Walnut

DIMENSIONS (IN):
67W x 87D x 88H

DIMENSIONS (CM):
170.18W x 220.98D x 223.52H

PRODUCT OVERVIEW:
Cascading lines lend a bold backdrop to this updated take on the classic canopy bed. Architecturally-inspired design features Rich Walnut vertical slats, warmly contrasted by a Dark Chocolate canopy and posts accented with Champagne Gold brackets. Adding to its allure, the bed platform appears to float, for an elevated, modern look
FEATURES:
Headboard frame, siderails, footboard, posts and canopy in Dark Chocolate.
Headboard slats in Rich Walnut.
Metal post brackets in Champagne Gold.
CONSTRUCTION:
Mattress Opening: 62"" between side rails
82"" Front of headboard to back of footboard
Floor to top of slat: 9.875""
Floor to top of side rail: 10.5

ALSO AVAILABLE IN:
King: CLA-020-121
California King: CLA-020-141","CLA-020-101-1, CLA-020-101-2, CLA-020-101-3, CLA-020-101-4, CLA-020-101-5, CLA-020-101-6",67,87,88
CLA-020-011,Caracole All Wrapped Up Dresser,Caracole,Furniture > Bedroom > Dressers,7140,4712.4,"MATERIAL:
Birch, Metal, Maple

FINISH:Dark Chocolate, Champagne Gold

DIMENSIONS (IN):
72W x 19D x 32H

DIMENSIONS (CM):
182.88W x 48.26D x 81.28H

WEIGHT: 368.2 pounds

PRODUCT OVERVIEW:
Merging minimalism with elements of mid-century modern, this streamlined dresser introduces a sophisticated style to bedroom interiors. Each drawer front is wrapped in a beautifully textured vinyl, embossed with a rivulet pattern like rain trickling down a windowpane. Casting a warm glow, metal trim in Champagne Gold artfully incorporates rounded pulls to seamlessly frame each drawer. Offers generous storage with soft-closing features and two felt-lined top drawers for an added note of luxury.
FEATURES:
Case in Dark Chocolate.
Metal trim in Champagne Gold.
Twelve drawers with vinyl fronts.
Top outside drawers with felt lined bottoms.
Tops drawers with side guides and rest of drawers with undermount soft close guides.
Drawer interiors in Dark Chocolate.
Plinth base in Dark Chocolate.","CLA-020-011-1, CLA-020-011-2, CLA-020-011-3, CLA-020-011-4, CLA-020-011-5, CLA-020-011-6",72,19,32
CLA-020-062,Caracole Triple Wrap Nightstand,Caracole,Furniture > Bedroom > Nightstands,2705,1785.3,"MATERIAL:
Birch, Maple

FINISH:Dark Chocolate, Champagne Gold

DIMENSIONS (IN):
34W x 18D x 25H

DIMENSIONS (CM):
86.36W x 45.72D x 63.5H

WEIGHT: 154.3 pounds

PRODUCT OVERVIEW:
A brilliant bedside companion, this clean-lined nightstand merges minimalism with elements of mid-century modern design. Framed in a contrasting Dark Chocolate finish, three soft-closing drawers feature textured vinyl fronts, embossed with a rivulet pattern like rain trickling down a windowpane. Casting a warm glow, metal trim in Champagne Gold artfully incorporates rounded pulls to seamlessly frame each drawer. Features a USB port at the back along the top for charging convenience.
FEATURES:
Case in Dark Chocolate.
Metal trim in Champagne Gold.
Three drawers with vinyl fronts and undermount soft close guides.
Drawer interiors in Dark Chocolate.
Plinth base in Dark Chocolate.
CONSTRUCTION:
Drawer Front: 6.75H x 31.5W
Interior Dimensions:
Between Sides: 30
Back of front to front of back: 14.25
Top of bottom to top of side: 4.5
Undermount Soft Close Guides","CLA-020-062-1, CLA-020-062-2, CLA-020-062-3, CLA-020-062-4, CLA-020-062-5",34,18,25
UPH-020-037-A,Caracole Side to Side Chair,Caracole,Furniture > Living > Occasional Chairs,2810,1854.6,"MATERIAL:
Birch, Faux Spalted Maple

FINISH:Forest, Naturally Organic

DIMENSIONS (IN):
28.5W x 31.5D x 31.75H

DIMENSIONS (CM):
72.39W x 80.01D x 80.65H

WEIGHT: 57.3 pounds

SEAT WIDTH:
28.500

SEAT DEPTH:
19.500

SEAT HEIGHT:
17.500

PRODUCT OVERVIEW:
Bringing the beauty of nature indoors, this lounge chair introduces a relaxed, yet refined style in a mix of organic textures and materials. Inspired by a woven bamboo chair seen while traveling in New Zealand, it features a softly curved rollback and seat. Side panel accents depict the intricately varied pattern of spalted maple, digitally printed on maple veneer. Covered in a multicolor, textured performance fabric, contrasted by splayed legs in an earthy Forest finish.
FEATURES:
Sides feature faux spalted maple.
Tapered conical legs.
Tight seat.
Tight back.","UPH-020-037-A-1, UPH-020-037-A-2, UPH-020-037-A-3, UPH-020-037-A-4, UPH-020-037-A-5",28.5,31.5,31.75
M123-420-101,Caracole Repetition Wood Bed,Caracole,Furniture > Bedroom > Beds,3355,2214.3,"MATERIAL:
Asian Hardwood

FINISH:Ash Taupe, Zinc Oxide

DIMENSIONS (IN):
66.5W x 88.25D x 66H

DIMENSIONS (CM):
168.91W x 224.16D x 167.64H

PRODUCT OVERVIEW:
For connoisseurs of art and architecture, the Repetition Wood Bed is destined to be a favorite. Its commanding presence is comprised of an upholstered headboard panel framed in Ashe Taupe outlined by a contrasting wood inlay in Zinc Oxide. Angled wrap-around sides and a plinth base in Zinc Oxide add even more character to this sophisticated adjustable-height bed.
FEATURES:
Headboard frame in Ash Taupe with wood inlay in Zinc Oxide.
Footboard and siderail in Ash Taupe.
Plinth base in Zinc Oxide.
Adjustable height slat system.
CONSTRUCTION:
Lowest slat height from floor to top of slat: 6"".
Highest slat height from floor to top of slat: 10"".
Floor to bottom of siderail: 3"".
Floor to top of siderail: 14.5"".
Mattress opening: 62"" x 82"".

ALSO AVAILABLE IN:
King: M123-420-121
California King: M123-420-141","M123-420-101-1, M123-420-101-2, M123-420-101-3, M123-420-101-4, M123-420-101-5",66.5,88.25,66
M113-019-102,Caracole Remix Wood Bed,Caracole,Furniture > Bedroom > Beds,3260,2151.6,"MATERIAL:
Ash, Metal, Quarter Oak

FINISH:Cerused Oak, Bronze Gold Metal

DIMENSIONS (IN):
64W x 91D x 56H

DIMENSIONS (CM):
162.56W x 231.14D x 142.24H

FEATURES:
Headboard, footboard and siderail in Cerused Oak.
Metal headboard top rail, footboard top rail and bottom frame in Bronze Gold Metal.
CONSTRUCTION:
Mattress Opening: 62""W x 82""D
Floor to top of slat: low setting 7""; high setting 10"";
Floor to bottom of side rail: 4""
Side Rail Ht: 11.75""
Footboard Ht: 24""
Compatible with adjustable bed frame

ALSO AVAILABLE IN:
King: M113-019-122
California King: M113-019-142","M113-019-102-1, M113-019-102-2, M113-019-102-3, M113-019-102-4, M113-019-102-5, M113-019-102-6, M113-019-102-7",64,91,56
