sku,Name,Brand,Categories,MSRP,Sale Price,Description,Images,Length,Width,Height
SIG-416-283,Caracole The Aristocrat Dining Chair,Caracole,Furniture > Dining > Dining Chairs,5330,3517.8,"PORTFOLIO:
Caracole Signature

MATERIAL:
Birch Solids

DIMENSIONS (IN):
22W x 25.5D x 42.5H in

DIMENSIONS (CM):
55.88W x 64.77D x 107.95H cm

SEAT WIDTH:
21

SEAT DEPTH:
18

SEAT HEIGHT:
21.5

CARTON DIMENSIONS:
25.985W x 30.510D x 45.280H in

WEIGHT:
46.3 pounds

PRODUCT OVERVIEW:
Haute couture finds its way into the equestrian elegance of this beautiful dining side chair. The high back of this softly winged chair is artfully tailored in a quilted warm taupe leather and beautifully appointed with a contemporary gold horseshoe pull positioned at the top of the chair back. The gently curved wood legs are tipped with gold metal ferrules in the front. This is a sumptuous chair that will pair elegantly with any dining table.
FEATURES:
Metal ferrule. Decorative metal pull on back of chair.

* MINIMUM PURCHASE: 2","SIG-416-283-1, SIG-416-283-2, SIG-416-283-3, SIG-416-283-4, SIG-416-283-5, SIG-416-283-6, SIG-416-283-7, SIG-416-283-8, SIG-416-283-9, SIG-416-283-10",22,25.5,42.5
UPH-CHALOU-34B,Caracole Whats New Pussycat?,Caracole,Furniture > Living > Occasional Chairs,2350,1551,"PORTFOLIO:
CARACOLE

MATERIAL:
Birch

DIMENSIONS (IN):
32.25W x 35.25D x 41H in

DIMENSIONS (CM):
81.92W x 89.54D x 104.14H cm

SEAT WIDTH:
21.5

SEAT DEPTH:
22.5

SEAT HEIGHT:
19.5

ARM HEIGHT:
22.25

CARTON DIMENSIONS:
35.236W x 38.189D x 44.094H in

WEIGHT:
55 pounds

PRODUCT OVERVIEW:
*AVAILABLE IN CARACOLE COUTURE CUSTOM UPHOLSTERY PROGRAM* This unique wing chair truly embodies Scandinavian style with the element of the wood detail across the outback finished in Almost Black. Its gracefully sloped arms and soft round back embrace you for cozy comfort in style, also in keeping with the authentic Scandinavian attributes.
FEATURES:
Mid-century chair with loose seat cushion and tight barrel back wing.","UPH-CHALOU-34B-1, UPH-CHALOU-34B-2, UPH-CHALOU-34B-3, UPH-CHALOU-34B-4, UPH-CHALOU-34B-5, UPH-CHALOU-34B-6, UPH-CHALOU-34B-7, UPH-CHALOU-34B-8",32.25,35.25,41
C022-417-201,Caracole Avondale Dining Table,Caracole,Furniture > Dining > Dining Tables,4810,3174.6,"PORTFOLIO:
COMPOSITIONS

MATERIAL:
Ash, Birch, Light Figured Quarter Ash

FINISH:
Elegant Linen, Soft Silver Leaf, Soft Silver Paint

DIMENSIONS (IN):
78W x 45D x 30H in

DIMENSIONS (CM):
198.12W x 114.3D x 76.2H cm

CARTON DIMENSIONS:
82.500W x 50.000D x 12.500H in

WEIGHT:
130 pounds

PRODUCT OVERVIEW:
Lightly figured Quartered Ash veneer is spectacularly on display in this rectangular dining table with soft curves on each side. The Ash is finished in Elegant Linen; and the top is trimmed with a Soft Silver Paint silkscreened stencil. The graceful cabriole legs are dressed in Soft Silver Leaf. For large dining events, this table expands with two leaves to seat up to 10 people.
FEATURES:
Top and aprons in Elegant Linen with Soft Silver Paint apron bead. Wood legs in Soft Silver Leaf. Metal ferrules. Ships KD. Table extends to 118"" x 45"" with two 20"" leaves.
CONSTRUCTION:
Botton of apron to floor: 25.875"".","C022-417-201-1, C022-417-201-2, C022-417-201-3, C022-417-201-4",78,45,30
C022-417-202,Caracole Avondale Round Dining Table,Caracole,Furniture > Dining > Dining Tables,3440,2270.4,"PORTFOLIO:
COMPOSITIONS

MATERIAL:
Birch, Light Figured Quarter Ash

DIMENSIONS (IN):
62 dia x 30H in

DIMENSIONS (CM):
157.48 dia x 76.2H cm

FINISH:
Elegant Linen, Soft Silver Paint

PRODUCT OVERVIEW:
Round dining tables are made for good conversations. This piece has lightly figured Quartered Ash veneer set in a starburst pattern, finished in Elegant Linen, and detailed with a Soft Silver Leaf silkscreen stencil around the top. Four curving, tulip-shaped legs meet at a round base adding immense interest to this piece. This table comfortably seats 6 people.
FEATURES:
Top and aprons in Elegant Linen with apron bead in Soft Silver Paint. Base in Soft Silver Paint. Ships KD.
CONSTRUCTION:
Bottom of apron to floor: 27"".","C022-417-202-1, C022-417-202-2, C022-417-202-3, C022-417-202-4, C022-417-202-5",62,62,30
C062-419-201,Caracole Fontainebleau Rectangle Dining Table,Caracole,Furniture > Dining > Dining Tables,3915,2583.9,"PORTFOLIO:
COMPOSITIONS

MATERIAL:
Asian Hardwood, Bleached Flat Cut Walnut

FINISH:
Cendre, Champagne Mist

DIMENSIONS (IN):
84W x 44D x 29.5H in

DIMENSIONS (CM):
213.36W x 111.76D x 74.93H cm

CARTON DIMENSIONS:
63.390W x 88.580D x 10.830H in

WEIGHT:
125 pounds

PRODUCT OVERVIEW:
If you're looking to take your dining room to new heights, look no further. Designed to impress, this spectacular rectangular dining table commands attention and conveys luxury in every detail. You may never use a tablecloth again once you see this one-of-a-kind table's silkscreened top inspired by antique marquetry and accented with Mother of Pearl inlay. Three stunning signature finishes of Cendre, Champagne Mist, and Aglow combine to create a rich mix of metallics that reflect light and cast a warm glow. Shapely cabriole legs featuring period carvings support this table's grand top and flow smoothly into the apron. Perfectly sized at 84 inches, the dining surface can be expanded to 120 inches with the addition of two 18-inch leaves-transforming easily from family dinners to entertaining.
FEATURES:
Table finished in Cendre with solids Champagne Mist. Top has silkscreen design with Mother of Pearl inlay. Table extends to 120"" with 2-18"" leaves. Ships KD.
CONSTRUCTION:
Leg: 36""-77"" x 26.5""","C062-419-201-1, C062-419-201-2, C062-419-201-3, C062-419-201-4, C062-419-201-5, C062-419-201-6",84,44,29.5
C062-419-202,Caracole Fontainebleau Center Table,Caracole,Furniture > Dining > Dining Tables,3030,1999.8,"PORTFOLIO:
COMPOSITIONS

MATERIAL:
Resin

DIMENSIONS (IN):
60 dia x 30H in

DIMENSIONS (CM):
152.4 dia x 76.2H cm

FINISH:
Champagne Mist

FEATURES:
Table base is cast resin finished in Champagne Mist. 60"" round 1/2"" tempered glass top with 3/4"" bevel.","C062-419-202-1, C062-419-202-2, C062-419-202-3",60,60,30
CLA-015-206,Caracole Draw Attention Dining Table,Caracole,Furniture > Dining > Dining Tables,5010,3306.6,"PORTFOLIO:
CARACOLE

MATERIAL:
Hardwood Solids and Hardwood Veneers

FINISH:
Taupe Silver Leaf with Gold Stencil, Satin Ebony

DIMENSIONS (IN):
82W x 42D x 29.5H in

DIMENSIONS (CM):
208.28W x 106.68D x 74.93H cm

CARTON DIMENSIONS:
87.950W x 48.500D x 10.710H in

WEIGHT:
239.8 pounds

PRODUCT OVERVIEW:
This dining room table makes a dramatic impression thanks to its modern mix of finishes and interesting geometric surface art. A timeless double pedestal design is finished in our Satin Ebony. The table's eye-catching surface has an interlocking, lattice pattern that is artfully rendered in Taupe Silver Leaf with Gold Stencil.
FEATURES:
Table extends to 120"" with two 19"" leaves. Top with decorative leafed pattern.
CONSTRUCTION:
Apron height: 27"".","CLA-015-206-1, CLA-015-206-2, CLA-015-206-3, CLA-015-206-4, CLA-015-206-5",82,42,29.5
CLA-016-205,Caracole All Trimmed Out Dining Table,Caracole,Furniture > Dining > Dining Tables,8665,5718.9,"PORTFOLIO:
CARACOLE

MATERIAL:
Birch, Figured Anegre

FINISH:
Whisper of Gold, Charcoal Anegre, Seal Skin

DIMENSIONS (IN):
83W x 46D x 30H in

DIMENSIONS (CM):
210.82W x 116.84D x 76.2H cm

CARTON DIMENSIONS:
88.100W x 52.200D x 12.900H in

WEIGHT:
306.89 pounds

PRODUCT OVERVIEW:
For large dining parties, this Charcoal Anegre table is unmatched. The delicately figured wood, in a bowed rectangular shape, has graceful chamfered corners detailed with outstretched, Whisper of Gold metal caps. The entire apron is rimmed in a thin Whisper of Gold bead as it sits on modern cabriole legs tipped in custom gold ferrules. For dining at its best, this piece is All Trimmed Out and expands from 83 inches to 123 inches with two 20-inch leaves.
FEATURES:
Table extends to 123"" with two 20"" leaves. Top in Charcoal Anegre. Legs in Seal Skin. Metal accents on aprons, leg top caps and metal ferrules in Whisper of Gold.
CONSTRUCTION:
Bottom of apron to floor: 26.5""","CLA-016-205-1, CLA-016-205-2, CLA-016-205-3, CLA-016-205-4, CLA-016-205-5",83,46,30
CLA-017-203,Caracole Round Table Discussion Dining Table,Caracole,Furniture > Dining > Dining Tables,3695,2438.7,"PORTFOLIO:
CARACOLE

MATERIAL:
Birch, Quartered Paldao

FINISH:
Sepia, Harvest Bronze

DIMENSIONS (IN):
54 dia x 30H in

DIMENSIONS (CM):
137.16 dia x 76.2H cm

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
A radial-matched, soft Sepia-finished Paldao tabletop is positioned atop a curvaceous, fluted vase-like base that glistens in Harvest Bronze finish to create a piece for ""Round Table Discussion."" This table pairs well with contemporary or more traditional chairs to seat 6-8 people.
FEATURES:
Top is radial matched veneer finished in Sepia. Resin base finished in Harvest Bronze.
CONSTRUCTION:
Apron height: 28.250"".","CLA-017-203-1, CLA-017-203-2, CLA-017-203-3, CLA-017-203-4, CLA-017-203-5",54,54,30
CLA-018-202,Caracole Culinary Circle Dining Table,Caracole,Furniture > Dining > Dining Tables,4305,2841.3,"PORTFOLIO:
CARACOLE

MATERIAL:
Birch, Bleached Quartered Figured Eucalyptus

DIMENSIONS (IN):
60 dia x 30H in

DIMENSIONS (CM):
152.4 dia x 76.2H cm

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
Creating a dining space with incomparable style is easier than ever with this chic table. Its one-of-a-kind top is crafted of radial-matched eucalyptus highlighted with a Dappled Mink finish, a silkscreen pattern in Warm Reflections and an exquisite Mother of Pearl inlay. A lustrous Warm Reflections finish highlights its shapely Art Deco-inspired pedestal. At its base, a plate mirrors the radial-matched eucalyptus in Dappled Mink from above and is outlined with a plated-metal band in Champagne Gold.
FEATURES:
Top is radial matched Eucalyptus veneer in Dappled Mink with Warm Reflections silkscreen and Mother of Pearl inlay. Pedestal finished in Warm Reflections. Pedestal base is Warm Reflections with radial matched bottom plate in Dappled Mink. Bottom plate band is plated metal in Champagne Gold. Ships KD.","CLA-018-202-1, CLA-018-202-2, CLA-018-202-3, CLA-018-202-4",60,60,30
CLA-018-204,Caracole Rounding Up Dining Table,Caracole,Furniture > Dining > Dining Tables,3780,2494.8,"PORTFOLIO:
CARACOLE

MATERIAL:
Metal

FINISH:
Champagne Gold, Golden Blonde Leaf

DIMENSIONS (IN):
60 dia x 30H in

DIMENSIONS (CM):
152.4 dia x 76.2H cm

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
Looking through the glass of this glamourous round dining table is like looking into the center of a flower. Its shapely pedestal is lustrous in Champagne Gold and complemented by a Golden Blonde leaf base. A 60-inch glass top creates a compelling aesthetic that feels substantial yet visually light. Perfect for everything from casual dining to the most formal affair, its bold style is timelessly elegant.
FEATURES:
Table base and plate in Golden Blonde Leaf. Metal plated pedestal in Champagne Gold. 60"" diameter glass top.
CONSTRUCTION:
Pedestal base diameter at the floor: 28"". Pedestal height without glass top: 29.500"". Across the pedestal arms: 42"".","CLA-018-204-1, CLA-018-204-2, CLA-018-204-3",60,60,30
CLA-019-201,Caracole Bon Appetit Dining Table,Caracole,Furniture > Dining > Dining Tables,4660,3075.6,"PORTFOLIO:
CARACOLE

MATERIAL:
Birch, Maple

FINISH:
Satin Ebony, Auric, Golden Blonde Leaf

DIMENSIONS (IN):
95W x 47.75D x 30H in

DIMENSIONS (CM):
241.3W x 121.29D x 76.2H cm

CARTON DIMENSIONS:
99.000W x 52.600D x 12.700H in

WEIGHT:
352 pounds

PRODUCT OVERVIEW:
Dreaming of a dining room that reflects your personal style and love of design? We say: Bon Appetit! This remarkable rectangular table is as inherently dramatic as the ebony that inspired it, and equally as stunning. It offers generously scaled proportions brought to life in rich Satin Ebony highlighted with an intricately stenciled top border pattern in Auric. Two 23.5-inch leaves expand its length to 142 inches, ensuring you can include everyone at your next event or family gathering. Add your favorite dining chairs and enjoy the magnificence of its bold presence.
FEATURES:
Table finished in Satin Ebony and Golden Blonde Leaf. Top border has stenciled pattern in Auric. Table extends to 142"" with two 23.5"" leaves.","CLA-019-201-1, CLA-019-201-2, CLA-019-201-3, CLA-019-201-4, CLA-019-201-5, CLA-019-201-6",95,47.75,30
CLA-019-2012,Caracole Break the Ice Dining Table,Caracole,Furniture > Dining > Dining Tables,3365,2220.9,"PORTFOLIO:
CARACOLE

MATERIAL:
Metal, Glass

FINISH:
Sundance Gold

DIMENSIONS (IN):
60 dia x 30H in

DIMENSIONS (CM):
152.4 dia x 76.2H cm

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
Meet our new crush: Break the Ice. This amazing dining table defines unboring. Its open triangular base features three rectangular pillars crafted of crushed crystals encased in clear acrylic. A Brushed Sundance Gold finish outlines the pedestal and each pillar to create a jewel-like presentation that catches the light and offers continuous sparkle and shine. A 60-inch round glass top with ?-inch bevel ensures the glamour of this distinctive design can be seen from everywhere in the room.
FEATURES:
Pedestal is finished in Brushed Sundance Gold. Pedestal legs have strips with cast acrylic broken crystals. 60"" round, 5/8"" thick glass top.","CLA-019-2012-1, CLA-019-2012-2, CLA-019-2012-3, CLA-019-2012-4, CLA-019-2012-5",60,60,30
CLA-019-2013,Caracole Rough and Ready 54 Dining Table,Caracole,Furniture > Dining > Dining Tables,3805,2511.3,"PORTFOLIO:
CARACOLE

MATERIAL:
Ash, Metal, Quartered Ash

FINISH:
Ash Driftwood, Chocolate Bronze

DIMENSIONS (IN):
54 dia x 30H in

DIMENSIONS (CM):
137.16 dia x 76.2H cm

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
With effortless elegance this charming table invites friends and family to gather 'round for delicious meals, game night and leisurely after-dinner conversations. You'll love the expressive sunburst woodgrain pattern highlighted in an easygoing shade of Ash Driftwood. A handsome metal base in Chocolate Bronze lends an updated vibe while ensuring plenty of legroom. With cool sophistication, this table offers authentic character that will complement any home decor style.
FEATURES:
Metal base in Chocolate Bronze. Top is radial matched veneer in Ash Driftwood. Ships KD.","CLA-019-2013-1, CLA-019-2013-2, CLA-019-2013-3, CLA-019-2013-4, CLA-019-2013-5",54,54,30
CLA-417-201,Caracole On A Silver Platter Dining Table,Caracole,Furniture > Dining > Dining Tables,6575,4339.5,"PORTFOLIO:
CARACOLE

MATERIAL:
Pine, Birch, Silver Curly Maple

FINISH:
Moonlit Sand, Soft Silver Leaf

DIMENSIONS (IN):
96W x 46D x 29.5H in

DIMENSIONS (CM):
243.84W x 116.84D x 74.93H cm

CARTON DIMENSIONS:
110.600W x 49.390D x 11.300H in

WEIGHT:
132 pounds

PRODUCT OVERVIEW:
Set the table, set the mood with this elegantly shaped dining table. Its Silver Curly Maple top wears a Moonlit Sand finish while its legs and apron are highlighted with Soft Silver Leaf. Smartly designed to expand for entertaining, this gracious table boasts a finished length of 144 inches with the addition of its two 24-inch leaves. Metal ferrules add a distinctive finishing touch to its legs.
FEATURES:
Top in Moonlit Sand with legs and aprons in Soft Silver Leaf. Table extends to 144"" with two 24"" leaves. Legs with metal ferrules. Ships KD.
CONSTRUCTION:
Floor to apron: 25.500"".","CLA-417-201-1, CLA-417-201-2, CLA-417-201-3, CLA-417-201-4, CLA-417-201-5, CLA-417-201-6",96,45,29.5
CLA-417-205,Caracole A House Favorite Dining Table,Caracole,Furniture > Dining > Dining Tables,5265,3474.9,"PORTFOLIO:
CARACOLE

MATERIAL:
Birch, Fumed Figured Tiger Maple

FINISH:
Smoke, Taupe Silver Leaf

DIMENSIONS (IN):
90W x 46D x 30H in

DIMENSIONS (CM):
228.6W x 116.84D x 76.2H cm

CARTON DIMENSIONS:
94.600W x 51.500D x 12.500H in

WEIGHT:
292.6 pounds

PRODUCT OVERVIEW:
You'll be inspired to gather friends and family more often with this lovely oval dining table. Its exquisite top features radial-matched Fumed Figured Tiger Maple veneers and is finished in Smoke with Taupe Silver Leaf accents. Ensuring room for everyone, the table extends to 138 inches with its two 24 inch leaves. Metal ferrules adorn its legs for a dramatic finishing touch.
FEATURES:
Top in Smoke with solids in Taupe Silver Leaf. Top has radial matched veneer pattern. Legs with metal ferrules. Table extends to 138"" with two 24"" leaves.
CONSTRUCTION:
Floor to bottom of apron: 25.375"".","CLA-417-205-1, CLA-417-205-2, CLA-417-205-3, CLA-417-205-4, CLA-417-205-5",90,46,30
CLA-418-201,Caracole Toe The Line Dining Table,Caracole,Furniture > Dining > Dining Tables,5310,3504.6,"PORTFOLIO:
CARACOLE

MATERIAL:
Birch, Pine, Bleached Block Mottled Anegre

FINISH:
Platinum Blonde, Ivory

DIMENSIONS (IN):
90W x 44D x 30H in

DIMENSIONS (CM):
228.6W x 111.76D x 76.2H cm

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
The Grande Dame of the room, this elegant dining table will never disappoint. Designed to toe the line in every way, it's substantial in presence and dimension. The classic trestle design is highlighted by exotic mottled Anegre veneers and finished in a graceful Platinum Blonde finish that captures the timeless elegance of the Old Hollywood era. An Ivory Painted finish distinguishes its trestle base and apron while plated Champagne Gold ferrules and decorative hardware add the finishing touch. Perfect for groups small and large, this timeless table can accommodate up to twelve chairs once it's extended to 130"" with two 20"" leaves. It's undoubtedly the ultimate gathering space for groups small and large.
FEATURES:
Table top finished in Platinum Blonde. Apron and trestle finished in Ivory. Plated Champagne Gold ferrules and trestle decorative hardware. Table extends to 130"" with 2-20"" leaves. Accommodates up to 14 chairs when fully extended. Table ships KD.","CLA-418-201-1, CLA-418-201-2, CLA-418-201-3, CLA-418-201-4",90,44,30
