sku,Name,Brand,Categories,Wholesale,Price,Description,Images
7228-50662-80,Hooker Furniture Living Room Commerce & Market Bench,Hooker Furniture,Seating > Benches & Ottomans,910,2002,"Targeting the next generation of furniture buyers, Hooker Furniture unveils the Commerce & Market brand of accent and occasional pieces. Interior designers were front-of-mind when the Hooker Furniture team developed the dynamic palette and flexible applications of pieces within the new brand. The assortment of modern and updated designs presented within the brand include a dynamic variety of materials, styles and color palettes to inject a younger sensibility into the company’s portfolio. Commerce & Market consists of pieces for the living room including a variety of accent tables, credenzas, consoles, chests, cabinets, etageres and bar carts. Globally sourced with design inspiration from around the world, the curated designs feature an eclectic assortment of materials including cast metals, bone inlay, marble, stone, travertine, painted glass, acacia solids, pecan, oak, mango wood, and walnut veneers in a variety of rich finishes.

Width: 65 1/2"" (166.4 cm) 
Depth: 17 1/2"" (44.4 cm) 
Height: 18"" (45.7 cm) 
Weight: 51 lb (23 kg)","7228-50662-80-1,
7228-50662-80-2,
7228-50662-80-3,
7228-50662-80-4"
CC419-OT-085,Hooker Furniture Living Room Jilian Ottoman,Hooker Furniture,Seating > Benches & Ottomans,420,924,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 23 1/2"" (59.7 cm) 
Depth: 18"" (45.7 cm) 
Height: 18"" (45.7 cm) 
Weight: 32 lb (14.4 kg)","CC419-OT-085-1,
CC419-OT-085-2,
CC419-OT-085-3,
CC419-OT-085-4"
CC443-OT-097,Hooker Furniture Living Room Efron Ottoman w/ Black Metal Base,Hooker Furniture,Seating > Benches & Ottomans,340,748,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 23"" (58.4 cm) 
Depth: 20"" (50.8 cm) 
Height: 17"" (43.2 cm) 
Weight: 24 lb (10.8 kg)","CC443-OT-097-1,
CC443-OT-097-2,
CC443-OT-097-3"
CO385-085,Hooker Furniture Living Room Kingley Cocktail Ottoman,Hooker Furniture,Seating > Benches & Ottomans,639,1405.8,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world. The Sarzana Fortress Tufted Cocktail Ottoman is crafted using Sarzana Fortress (Medium Brown) leather.

Width: 48"" (121.9 cm) 
Depth: 30"" (76.2 cm) 
Height: 19"" (48.3 cm) 
Weight: 33 lb (14.8 kg)","CO385-085-1,
CO385-085-2"
CO393-087,Hooker Furniture Living Room Quebert Cube Ottoman,Hooker Furniture,Seating > Benches & Ottomans,291,640.2,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 18"" (45.7 cm) 
Depth: 18"" (45.7 cm) 
Height: 17 1/2"" (44.4 cm) 
Weight: 11 lb (5 kg)","CO393-087-1,
CO393-087-2"
SS185-OT-089,Hooker Furniture Living Room Montgomery Ottoman,Hooker Furniture,Seating > Benches & Ottomans,474,1042.8,"Developed by one of America's most famous and respected furniture manufacturers, Hooker Furniture Upholstery offers high quality leather at affordable prices.

Width: 22"" (55.9 cm) 
Depth: 27"" (68.6 cm) 
Height: 17 1/2"" (44.4 cm) 
Weight: 33 lb (14.8 kg)","SS185-OT-089-1,
SS185-OT-089-2,
SS185-OT-089-3,
SS185-OT-089-4"
SS195-OT-087,Hooker Furniture Living Room Chester Ottoman,Hooker Furniture,Seating > Benches & Ottomans,621,1366.2,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world. The Malawi Tonga Ottoman is crafted using Malawi Tonga (Distressed Medium Brown) leather.

Width: 21"" (53.3 cm) 
Depth: 26"" (66 cm) 
Height: 19"" (48.3 cm) 
Weight: 33 lb (14.8 kg)","SS195-OT-087-1,
SS195-OT-087-2,
SS195-OT-087-3"
SS381-DO,Hooker Furniture Living Room Cheshire Drawer Ottoman,Hooker Furniture,Seating > Benches & Ottomans,711,1564.2,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world. The Constitution Justice with Aged Heirloom Croc Borders Drawer Ottoman is crafted using Constitution Justice (Cognac Brown) with Aged Heirloom Croc Borders leather.

Width: 43"" (109.2 cm) 
Depth: 29 1/2"" (74.9 cm) 
Height: 17 1/2"" (44.4 cm) 
Weight: 62 lb (27.9 kg)",SS381-DO-1
SS387-OT-087,Hooker Furniture Living Room Exton Ottoman,Hooker Furniture,Seating > Benches & Ottomans,474,1042.8,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 27"" (68.6 cm) 
Depth: 20"" (50.8 cm) 
Height: 18 1/2"" (47 cm) 
Weight: 24 lb (10.8 kg)","SS387-OT-087-1,
SS387-OT-087-2"
SS519-OT-087,Hooker Furniture Living Room Yates Ottoman,Hooker Furniture,Seating > Benches & Ottomans,548,1205.6,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 27"" (68.6 cm) 
Depth: 22"" (55.9 cm) 
Height: 18"" (45.7 cm) 
Weight: 26 lb (11.7 kg)","SS519-OT-087-1,
SS519-OT-087-2"
SS707-OT-089,Hooker Furniture Living Room William Ottoman,Hooker Furniture,Seating > Benches & Ottomans,580,1276,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29"" (73.7 cm) 
Depth: 22"" (55.9 cm) 
Height: 17 1/2"" (44.4 cm) 
Weight: 37 lb (16.6 kg)","SS707-OT-089-1,
SS707-OT-089-2,
SS707-OT-089-3"
SS707-OT-094,Hooker Furniture Living Room William Ottoman (Light),Hooker Furniture,Seating > Benches & Ottomans,580,1276,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29"" (73.7 cm) 
Depth: 22"" (55.9 cm) 
Height: 17 1/2"" (44.4 cm) 
Weight: 37 lb (16.6 kg)","SS707-OT-094-1,
SS707-OT-094-2,
SS707-OT-094-3"
1036-2005,MARQ Living Room Beckett Swivel Chair,Hooker Furniture,Seating > Occasional Chairs,1030,2266,"There's no turning back. Modern is the future of interior design. Marq both reflects and predicts the movement with style, attitude and quality workmanship that speaks to today's designers. They'll choose from over fifty upholstered pieces, all with style legacy rooted in the midcentury modern movement, yet scaled, proportioned and detailed for today's homes. Marq makes modern real: On-trend, high-style sofas, chairs, ottomans and sectionals perfect for the glorious gamut of everyday life. Entirely and beautifully - right on the marq.

This product has a wide selection of fabric colors to choose from. Please contact us for more details.

Width: 29 1/2"" (74.9 cm) 
Depth: 29"" (73.7 cm) 
Height: 29"" (73.7 cm) 
Weight: 54 lb (24.3 kg)","1036-2005-1,
1036-2005-2,
1036-2005-3,
1036-2005-4"
1058-2000,MARQ Living Room Lincoln Chair,Hooker Furniture,Seating > Occasional Chairs,1280,2816,"There's no turning back. Modern is the future of interior design. Marq both reflects and predicts the movement with style, attitude and quality workmanship that speaks to today's designers. They'll choose from over fifty upholstered pieces, all with style legacy rooted in the midcentury modern movement, yet scaled, proportioned and detailed for today's homes. Marq makes modern real: On-trend, high-style sofas, chairs, ottomans and sectionals perfect for the glorious gamut of everyday life. Entirely and beautifully - right on the marq.

This product has a wide selection of fabric colors to choose from. Please contact us for more details.

Width: 38"" (96.5 cm) 
Depth: 35"" (88.9 cm) 
Height: 30 1/2"" (77.5 cm) 
Weight: 87 lb (39.2 kg)","1058-2000-1,
1058-2000-2,
1058-2000-3,
1058-2000-4"
1058-5011-94,"MARQ Living Room Lincoln 94"" Sofa w/ Bench Seat",Hooker Furniture,Seating > Sofas,1680,3696,"There's no turning back. Modern is the future of interior design. Marq both reflects and predicts the movement with style, attitude and quality workmanship that speaks to today's designers. They'll choose from over fifty upholstered pieces, all with style legacy rooted in the midcentury modern movement, yet scaled, proportioned and detailed for today's homes. Marq makes modern real: On-trend, high-style sofas, chairs, ottomans and sectionals perfect for the glorious gamut of everyday life. Entirely and beautifully - right on the marq.

Width: 94"" (238.8 cm) 
Depth: 35"" (88.9 cm) 
Height: 30 1/2"" (77.5 cm) 
Weight: 130 lb (58.5 kg)","1058-5011-94-1,
1058-5011-94-2,
1058-5011-94-3,
1058-5011-94-4"
1059-2000,MARQ Living Room Kingston Chair,Hooker Furniture,Seating > Occasional Chairs,1173,2580.6,"There's no turning back. Modern is the future of interior design. Marq both reflects and predicts the movement with style, attitude and quality workmanship that speaks to today's designers. They'll choose from over fifty upholstered pieces, all with style legacy rooted in the midcentury modern movement, yet scaled, proportioned and detailed for today's homes. Marq makes modern real: On-trend, high-style sofas, chairs, ottomans and sectionals perfect for the glorious gamut of everyday life. Entirely and beautifully - right on the marq.

Width: 37 1/2"" (95.2 cm) 
Depth: 39 1/2"" (100.3 cm) 
Height: 32 1/2"" (82.6 cm) 
Weight: 82 lb (36.9 kg)","1059-2000-1,
1059-2000-2,
1059-2000-3"
1059-5012-100,"MARQ Living Room Kingston 100"" Sofa",Hooker Furniture,Seating > Sofas,2095,4609,"There's no turning back. Modern is the future of interior design. Marq both reflects and predicts the movement with style, attitude and quality workmanship that speaks to today's designers. They'll choose from over fifty upholstered pieces, all with style legacy rooted in the midcentury modern movement, yet scaled, proportioned and detailed for today's homes. Marq makes modern real: On-trend, high-style sofas, chairs, ottomans and sectionals perfect for the glorious gamut of everyday life. Entirely and beautifully - right on the marq.

Width: 99 1/2"" (252.7 cm) 
Depth: 39 1/2"" (100.3 cm) 
Height: 32 1/2"" (82.6 cm) 
Weight: 190 lb (85.5 kg)","1059-5012-100-1,
1059-5012-100-2,
1059-5012-100-3,
1059-5012-100-4"
1060-5011-90,"MARQ Living Room Raiden 90"" Sofa",Hooker Furniture,Seating > Sofas,1685,3707,"There's no turning back. Modern is the future of interior design. Marq both reflects and predicts the movement with style, attitude and quality workmanship that speaks to today's designers. They'll choose from over fifty upholstered pieces, all with style legacy rooted in the midcentury modern movement, yet scaled, proportioned and detailed for today's homes. Marq makes modern real: On-trend, high-style sofas, chairs, ottomans and sectionals perfect for the glorious gamut of everyday life. Entirely and beautifully - right on the marq.

Width: 90"" (228.6 cm) 
Depth: 40 1/4"" (102.2 cm) 
Height: 31 1/4"" (79.4 cm) 
Weight: 125 lb (56.2 kg)","1060-5011-90-1,
1060-5011-90-2,
1060-5011-90-3,
1060-5011-90-4"
514,MARQ Living Room Teagan Sectional,Hooker Furniture,Seating > Sofas,2507,5515.4,"There's no turning back. Modern is the future of interior design. Marq both reflects and predicts the movement with style, attitude and quality workmanship that speaks to today's designers. They'll choose from over fifty upholstered pieces, all with style legacy rooted in the midcentury modern movement, yet scaled, proportioned and detailed for today's homes. Marq makes modern real: On-trend, high-style sofas, chairs, ottomans and sectionals perfect for the glorious gamut of everyday life. Entirely and beautifully - right on the marq.","514-1,
514-2,
514-3,
514-4,
514-5"
530-2000,MARQ Living Room Nico Accent Chair with Arms,Hooker Furniture,Seating > Occasional Chairs,870,1914,"It's cool to be square. Nico's boxiness is his greatest asset, and a homage to mid-century design. The body of the chair is precision upholstered with flat seams, no fussiness. Nico is set on a wood-trim base with side stretchers - architectural and formidable, like the chair itself. There's no turning back. Modern is the future of interior design. Marq both reflects and predicts the movement with style, attitude and quality workmanship that speaks to today's designers. They'll choose from over fifty upholstered pieces, all with style legacy rooted in the midcentury modern movement, yet scaled, proportioned and detailed for today's homes. Marq makes modern real: On-trend, high-style sofas, chairs, ottomans and sectionals perfect for the glorious gamut of everyday life. Entirely and beautifully - right on the marq.

Width: 29 1/2"" (74.9 cm) 
Depth: 29 3/4"" (75.6 cm) 
Height: 34"" (86.4 cm) 
Weight: 67 lb (30.2 kg)","530-2000-1,
530-2000-2,
530-2000-3"
614-2000,MARQ Living Room Creed Accent Chair with Arms,Hooker Furniture,Seating > Occasional Chairs,947,2083.4,"Creed's credo? Modern elegance expressed in the form of a chair with low arms, long tapered legs, a loose seat cushion and a tight tailored back punctuated with three button tufts. Creed is a statement piece for the modern world. There's no turning back. Modern is the future of interior design. Marq both reflects and predicts the movement with style, attitude and quality workmanship that speaks to today's designers. They'll choose from over fifty upholstered pieces, all with style legacy rooted in the midcentury modern movement, yet scaled, proportioned and detailed for today's homes. Marq makes modern real: On-trend, high-style sofas, chairs, ottomans and sectionals perfect for the glorious gamut of everyday life. Entirely and beautifully - right on the marq.

Width: 29 1/2"" (74.9 cm) 
Depth: 34"" (86.4 cm) 
Height: 34 1/2"" (87.6 cm) 
Weight: 53 lb (23.8 kg)","614-2000-1,
614-2000-2,
614-2000-3,
614-2000-4"
614-2005,MARQ Living Room Creed Swivel Chair,Hooker Furniture,Seating > Occasional Chairs,982,2160.4,"Creed's credo? Modern elegance expressed in the form of a chair with low arms, a loose seat cushion and a tight tailored back punctuated with three button tufts. Creed is a statement piece for the modern world. There's no turning back. Modern is the future of interior design. Marq both reflects and predicts the movement with style, attitude and quality workmanship that speaks to today's designers. They'll choose from over fifty upholstered pieces, all with style legacy rooted in the midcentury modern movement, yet scaled, proportioned and detailed for today's homes. Marq makes modern real: On-trend, high-style sofas, chairs, ottomans and sectionals perfect for the glorious gamut of everyday life. Entirely and beautifully - right on the marq.

Width: 29 1/2"" (74.9 cm) 
Depth: 34"" (86.4 cm) 
Height: 34 1/2"" (87.6 cm) 
Weight: 62 lb (27.9 kg)","614-2005-1,
614-2005-2,
614-2005-3,
614-2005-4,
614-2005-5"
