sku,Name,Brand,Categories,Wholesale,Price,Description,Images
RC168-089,Hooker Furniture Living Room Clark Recliner Chair,Hooker Furniture,Seating > Occasional Chairs,1074,2362.8,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world. The Al Fresco Theatre G/S Recliner Chair is crafted using Al Fresco Theatre G/S (Brown) leather.

Width: 37 1/2"" (95.2 cm) 
Depth: 39 1/2"" (100.3 cm) 
Height: 42 1/2"" (108 cm) 
Weight: 88 lb (39.6 kg)","RC168-089-1,
RC168-089-2"
RC185-089,Hooker Furniture Living Room Conlon Recliner,Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Relax in classic style in the designer-friendly Conlon Recliner, a refined club chair silhouette covered in plush Semi-Aniline Top Grain Leather in a rich brown color and wood trimmed in the Sedona Chateau finish. Nailhead trim and shaped spool feet add a decorator touch. Simply push on the arms to recline in effortless relaxation.

Width: 32 3/4"" (83.2 cm) 
Depth: 29 1/2"" (74.9 cm) 
Height: 39"" (99.1 cm) 
Weight: 110 lb (49.5 kg)","RC185-089-1,
RC185-089-2,
RC185-089-3,
RC185-089-4"
RC214-203,Hooker Furniture Living Room Finley Recliner Chair,Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world. The Sedona Vortex G/S Recliner Chair is crafted using Sedona Vortex G/S (Wipe on) (Dark Brown) leather.

Width: 33 1/4"" (84.5 cm) 
Depth: 38"" (96.5 cm) 
Height: 44"" (111.8 cm) 
Weight: 97 lb (43.6 kg)","RC214-203-1,
RC214-203-2,
RC214-203-3,
RC214-203-4,
RC214-203-5"
RC216-082,Hooker Furniture Living Room Rylea Recliner Chair,Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 31"" (78.7 cm) 
Depth: 38"" (96.5 cm) 
Height: 42"" (106.7 cm) 
Weight: 97 lb (43.6 kg)","RC216-082-1,
RC216-082-2,
RC216-082-3,
RC216-082-4,
RC216-082-5"
RC216-PB-086,Hooker Furniture Living Room Rylea Manual Push Back Recliner,Hooker Furniture,Seating > Occasional Chairs,1012,2226.4,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 30 1/4"" (76.8 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 40 1/4"" (102.2 cm) 
Weight: 116 lb (52.2 kg)","RC216-PB-086-1,
RC216-PB-086-2,
RC216-PB-086-3,
RC216-PB-086-4,
RC216-PB-086-5"
RC216-PB-088,Hooker Furniture Living Room Rylea Manual Push Back Recliner (Dark),Hooker Furniture,Seating > Occasional Chairs,1012,2226.4,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 30 1/4"" (76.8 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 40 1/4"" (102.2 cm) 
Weight: 116 lb (52.2 kg)","RC216-PB-088-1,
RC216-PB-088-2,
RC216-PB-088-3,
RC216-PB-088-4"
RC216-PH-086,Hooker Furniture Living Room Rylea PWR Recliner w/ PWR Headrest,Hooker Furniture,Seating > Occasional Chairs,1166,2565.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 30 1/2"" (77.5 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 41 1/2"" (105.4 cm) 
Weight: 110 lb (49.5 kg)","RC216-PH-086-1,
RC216-PH-086-2,
RC216-PH-086-3"
RC216-PH-088,Hooker Furniture Living Room Rylea PWR Recliner w/ PWR Headrest,Hooker Furniture,Seating > Occasional Chairs,1166,2565.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 30 1/2"" (77.5 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 41 1/2"" (105.4 cm) 
Weight: 116 lb (52.2 kg)","RC216-PH-088-1,
RC216-PH-088-2,
RC216-PH-088-3,
RC216-PH-088-4,
RC216-PH-088-5"
RC216-PSWGL-088,Hooker Furniture Living Room Rylea PWR Swivel Glider Recliner,Hooker Furniture,Seating > Occasional Chairs,1166,2565.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 30"" (76.2 cm)
Depth: 39"" (99.1 cm)
Height: 41 1/2"" (105.4 cm)
Weight: 128 lb (57.6 kg)","RC216-PSWGL-088-1,
RC216-PSWGL-088-2,
RC216-PSWGL-088-3,
RC216-PSWGL-088-4,
RC216-PSWGL-088-5"
RC228-PH-085,Hooker Furniture Living Room Rankin PWR Recliner w/PWR Headrest,Hooker Furniture,Seating > Occasional Chairs,932,2050.4,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29"" (73.7 cm) 
Depth: 40"" (101.6 cm) 
Height: 42"" (106.7 cm) 
Weight: 119 lb (53.6 kg)","RC228-PH-085-1,
RC228-PH-085-2,
RC228-PH-085-3,
RC228-PH-085-4,
RC228-PH-085-5"
RC234-PB-087,Hooker Furniture Living Room Stark Manual Push Back Recliner,Hooker Furniture,Seating > Occasional Chairs,778,1711.6,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28 1/4"" (71.8 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 41 1/2"" (105.4 cm) 
Weight: 96 lb (43.2 kg)","RC234-PB-087-1,
RC234-PB-087-2,
RC234-PB-087-3,
RC234-PB-087-4,
RC234-PB-087-5"
RC234-PB-089,Hooker Furniture Living Room Stark Manual Push Back Recliner (Dark),Hooker Furniture,Seating > Occasional Chairs,778,1711.6,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28 1/4"" (71.8 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 41 1/2"" (105.4 cm) 
Weight: 96 lb (43.2 kg)","RC234-PB-089-1,
RC234-PB-089-2,
RC234-PB-089-3,
RC234-PB-089-4,
RC234-PB-089-5"
RC234-PH-087,Hooker Furniture Living Room Stark PWR Recliner w/ PWR Headrest,Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 26 1/2"" (67.3 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 41"" (104.1 cm) 
Weight: 125.22 lb (56.4 kg)","RC234-PH-087-1,
RC234-PH-087-2,
RC234-PH-087-3,
RC234-PH-087-4"
RC234-PH-089,Hooker Furniture Living Room Stark PWR Recliner w/PWR Headrest (Dark),Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 26 1/2"" (67.3 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 41"" (104.1 cm) 
Weight: 125 lb (56.2 kg)","RC234-PH-089-1,
RC234-PH-089-2,
RC234-PH-089-3,
RC234-PH-089-4,
RC234-PH-089-5"
RC234-PSWGL-087,Hooker Furniture Living Room Stark PWR Swivel Glide Recliner,Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 27 1/4"" (69.2 cm) 
Depth: 41 3/4"" (106 cm) 
Height: 40 3/4"" (103.5 cm) 
Weight: 114 lb (51.3 kg)","RC234-PSWGL-087-1,
RC234-PSWGL-087-2,
RC234-PSWGL-087-3,
RC234-PSWGL-087-4,
RC234-PSWGL-087-5"
RC234-PSWGL-089,Hooker Furniture Living Room Stark PWR Swivel Glider Recliner,Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 27 1/4"" (69.2 cm) 
Depth: 41 3/4"" (106 cm) 
Height: 40 3/4"" (103.5 cm) 
Weight: 114 lb (51.3 kg)","RC234-PSWGL-089-1,
RC234-PSWGL-089-2,
RC234-PSWGL-089-3,
RC234-PSWGL-089-4,
RC234-PSWGL-089-5"
RC238-PHL-088,Hooker Furniture Living Room Weir PWR Recliner w/PWR Headrest/Lumbar,Hooker Furniture,Seating > Occasional Chairs,1370,3014,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29"" (73.7 cm) 
Depth: 39"" (99.1 cm) 
Height: 42"" (106.7 cm) 
Weight: 148 lb (66.6 kg)","RC238-PHL-088-1,
RC238-PHL-088-2,
RC238-PHL-088-3,
RC238-PHL-088-4,
RC238-PHL-088-5"
RC239-PH-098,Hooker Furniture living Room Shaw PWR Recliner w/PWR Headrest,Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28"" (71.1 cm) 
Depth: 39"" (99.1 cm) 
Height: 42"" (106.7 cm) 
Weight: 123 lb (55.4 kg)","RC239-PH-098-1,
RC239-PH-098-2,
RC239-PH-098-3,
RC239-PH-098-4,
RC239-PH-098-5"
RC251-PB-087,Hooker Furniture Living Room Declan Manual Push Back Recliner,Hooker Furniture,Seating > Occasional Chairs,856,1883.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28"" (71.1 cm)
Depth: 39 3/4"" (101 cm)
Height: 41"" (104.1 cm)
Weight: 97 lb (43.6 kg)","RC251-PB-087-1,
RC251-PB-087-2,
RC251-PB-087-3,
RC251-PB-087-4,
RC251-PB-087-5"
RC251-PB-089,Hooker Furniture Living Room Declan Manual Push Back Recliner (Dark),Hooker Furniture,Seating > Occasional Chairs,856,1883.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28"" (71.1 cm) 
Depth: 39 3/4"" (101 cm) 
Height: 41"" (104.1 cm) 
Weight: 97 lb (43.6 kg)","RC251-PB-089-1,
RC251-PB-089-2,
RC251-PB-089-3,
RC251-PB-089-4,
RC251-PB-089-5"
RC251-PH-087,Hooker Furniture Living Room Declan PWR Recliner w/ PWR Headrest,Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28 1/4"" (71.8 cm) 
Depth: 40 1/4"" (102.2 cm) 
Height: 41"" (104.1 cm) 
Weight: 117 lb (52.6 kg)","RC251-PH-087-1,
RC251-PH-087-2,
RC251-PH-087-3,
RC251-PH-087-4,
RC251-PH-087-5"
RC251-PH-089,Hooker Furniture Living Room Declan PWR Recliner w/ PWR Headrest (Dark),Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28 1/4"" (71.8 cm) 
Depth: 40 1/4"" (102.2 cm) 
Height: 41"" (104.1 cm) 
Weight: 117 lb (52.6 kg)","RC251-PH-089-1,
RC251-PH-089-2,
RC251-PH-089-3,
RC251-PH-089-4,
RC251-PH-089-5"
RC251-PSWGL-087,Hooker Furniture Living Room Declan PWR Swivel Glide Recliner,Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28 3/4"" (73 cm) 
Depth: 41 1/4"" (104.8 cm) 
Height: 41 1/4"" (104.8 cm) 
Weight: 110 lb (49.5 kg)","RC251-PSWGL-087-1,
RC251-PSWGL-087-2,
RC251-PSWGL-087-3,
RC251-PSWGL-087-4,
RC251-PSWGL-087-5"
RC251-PSWGL-089,Hooker Furniture Living Room Declan PWR Swivel Glider Recliner (Dark),Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28 3/4"" (73 cm) 
Depth: 41 1/4"" (104.8 cm) 
Height: 41 1/4"" (104.8 cm) 
Weight: 110 lb (49.5 kg)","RC251-PSWGL-089-1,
RC251-PSWGL-089-2,
RC251-PSWGL-089-3,
RC251-PSWGL-089-4,
RC251-PSWGL-089-5"
RC260-PB-086,Hooker Furniture Living Room Kerley Manual Push Back Recliner,Hooker Furniture,Seating > Occasional Chairs,942,2072.4,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world. The Sarzana Fortress G/S Recliner is crafted using Sarzana Fortress G/S (Medium Brown) leather. Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29 1/2"" (74.9 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 42"" (106.7 cm) 
Weight: 90 lb (40.5 kg)","RC260-PB-086-1,
RC260-PB-086-2,
RC260-PB-086-3,
RC260-PB-086-4,
RC260-PB-086-5"
RC260-PB-095,Hooker Furniture Living Room Kerley Manual Push Back Recliner (Dark),Hooker Furniture,Seating > Occasional Chairs,942,2072.4,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world. The Sarzana Castle G/S Recliner is crafted using Sarzana Castle G/S (Slate Grey/Green) leather.

Width: 29 1/2"" (74.9 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 42"" (106.7 cm) 
Weight: 90 lb (40.5 kg)","RC260-PB-095-1,
RC260-PB-095-2,
RC260-PB-095-3,
RC260-PB-095-4,
RC260-PB-095-5"
RC260-PH-086,Hooker Furniture Living Room Kerley Power Recliner w/ Power Headrest,Hooker Furniture,Seating > Occasional Chairs,1114,2450.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29 1/2"" (74.9 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 40 1/2"" (102.9 cm) 
Weight: 90 lb (40.5 kg)","RC260-PH-086-1,
RC260-PH-086-2,
RC260-PH-086-3,
RC260-PH-086-4,
RC260-PH-086-5"
RC260-PH-095,Hooker Furniture Living Room Kerley Power Recliner w/ Power Headrest,Hooker Furniture,Seating > Occasional Chairs,1114,2450.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 39 1/2"" (100.3 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 40 1/2"" (102.9 cm) 
Weight: 90 lb (40.5 kg)","RC260-PH-095-1,
RC260-PH-095-2,
RC260-PH-095-3,
RC260-PH-095-4,
RC260-PH-095-5"
RC260-PSWGL-095,Hooker Furniture Living Room Kerly Power Swivel Glider Recliner,Hooker Furniture,Seating > Occasional Chairs,1114,2450.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29 1/2"" (74.9 cm) 
Depth: 38"" (96.5 cm) 
Height: 42 1/2"" (108 cm) 
Weight: 128 lb (57.6 kg)","RC260-PSWGL-095-1,
RC260-PSWGL-095-2,
RC260-PSWGL-095-3,
RC260-PSWGL-095-4,
RC260-PSWGL-095-5"
RC273-086,Hooker Furniture Living Room Silas Recliner,Hooker Furniture,Seating > Occasional Chairs,1311,2884.2,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 32"" (81.3 cm) 
Depth: 37 1/2"" (95.2 cm) 
Height: 41 1/2"" (105.4 cm) 
Weight: 110 lb (49.5 kg)","RC273-086-1,
RC273-086-2,
RC273-086-3,
RC273-086-4,
RC273-086-5"
RC274-086,Hooker Furniture Living Room Barnes Recliner,Hooker Furniture,Seating > Occasional Chairs,1130,2486,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world. The Inscription Art Recliner crafted using Inscription Art (Brown Black) leather.

Width: 30"" (76.2 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 38 1/2"" (97.8 cm) 
Weight: 90.38 lb (40.7 kg)","RC274-086-1,
RC274-086-2,
RC274-086-3,
RC274-086-4,
RC274-086-5"
RC352-087,Hooker Furniture Living Room Thomas Recliner,Hooker Furniture,Seating > Occasional Chairs,1311,2884.2,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 34"" (86.4 cm) 
Depth: 41"" (104.1 cm) 
Height: 40"" (101.6 cm) 
Weight: 98 lb (44.1 kg)","RC352-087-1,
RC352-087-2"
RC362-084,Hooker Furniture Living Room Calvin Recliner,Hooker Furniture,Seating > Occasional Chairs,1130,2486,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 32"" (81.3 cm) 
Depth: 37 3/4"" (95.9 cm) 
Height: 40 1/4"" (102.2 cm) 
Weight: 86 lb (38.7 kg)","RC362-084-1,
RC362-084-2"
RC379-PB-048,Hooker Furniture Living Room Collin Manual Push Back Recliner,Hooker Furniture,Seating > Occasional Chairs,1114,2450.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 30 1/4"" (76.8 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 42 1/2"" (108 cm) 
Weight: 110 lb (49.5 kg)","RC379-PB-048-1,
RC379-PB-048-2,
RC379-PB-048-3,
RC379-PB-048-4,
RC379-PB-048-5"
RC379-PB-083,Hooker Furniture Living Room Collin Manual Push Back Recliner (Light),Hooker Furniture,Seating > Occasional Chairs,1114,2450.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 30 1/4"" (76.8 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 42 1/2"" (108 cm) 
Weight: 110 lb (49.5 kg)","RC379-PB-083-1,
RC379-PB-083-2,
RC379-PB-083-3,
RC379-PB-083-4,
RC379-PB-083-5"
RC379-PH-048,Hooker Furniture Living Room Collin PWR Recliner w/ PWR Headrest,Hooker Furniture,Seating > Occasional Chairs,1284,2824.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 30 1/4"" (76.8 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 42 1/2"" (108 cm) 
Weight: 110 lb (49.5 kg)","RC379-PH-048-1,
RC379-PH-048-2,
RC379-PH-048-3,
RC379-PH-048-4,
RC379-PH-048-5"
1600-50006-DKW,Hooker Furniture Living Room Curata Upholstered Bench,Hooker Furniture,Seating > Occasional Chairs,563,1238.6,"Chic, modern and inviting, the graphite gray upholstered seat of the Curata bench appears to be floating between the softly rounded rectangle ends finished in the deep brown Midnight. Create a curated chic modern look with an eclectic mix of sophisticated materials and finishes in the Curata Collection. Curata, meaning ""curated"" in Italian, mixes materials like black nickel, stainless brushed brass and marble with three distinct rustic modern finishes for a simple, yet urbane design. Inspired by timeless shapes and chic materials, Curata exudes a ""less is more"" feel by spotlighting the design of each piece and giving precise attention to detail.

Width: 60"" (152.4 cm) 
Depth: 20"" (50.8 cm) 
Height: 21 1/4"" (54 cm) 
Weight: 56.1 lb (25.2 kg)","1600-50006-DKW-1,
1600-50006-DKW-2,
1600-50006-DKW-3,
1600-50006-DKW-4"
5875-52001-95,Hooker Furniture Living Room Sanctuary Star of the Show Ottoman,Hooker Furniture,Seating > Occasional Chairs,599,1317.8,"Whimsical and witty and elegant and inviting, the Star of the Show Ottoman has a subtle sparkle that will put a glint in your eyes. Fully upholstered in the luminescent Sequins Pearl performance fabric, delightful details include silver colored nailhead trim and a decorative antique silver medallion on the top center. Channeling jet setting socialites from the golden age of Hollywood as its muse, Hooker Furniture is set to launches a major expansion to its popular Sanctuary collection. The bedroom, dining room, occasional and home office pieces are grouped into three unique new personas, each of which embody the influences of the iconic starlets whom left impressions of glamour, charm and class on American pop culture. From bold and dramatic to soft and romantic to a statement-making eclectic lifestyle, the three personas – Collette, Anastasie and Diamant – effortlessly bring to life a well-traveled socialite who has curated a collection of home furnishings in her metropolitan home that tell the story of her travels across the globe. Offering a more metropolitan style, Diamant has an eclectic attitude. Anchored by a silver finish with rich undertones of gold and champagne, the group is complemented by a bold, black accent finish, mirrored details, champagne metal finishes and a fresh white eglomise process, accented with silver tipping. Several pieces also include reverse hand painted glass that resemble the look of marble.

Width: 35"" (88.9 cm) 
Depth: 35"" (88.9 cm) 
Height: 17 1/2"" (44.4 cm) 
Weight: 40.7 lb (18.3 kg)","5875-52001-95-1,
5875-52001-95-2,
5875-52001-95-3,
5875-52001-95-4,
5875-52001-95-5,
5875-52001-95-6"
5875-52006-99,Hooker Furniture Living Room Sanctuary Ligre Ottoman,Hooker Furniture,Seating > Occasional Chairs,258,567.6,"Channeling Old World Hollywood, this darling and debonair ottoman has legs with pin-up curves and is covered in the exotic Plush Tigre fabric, trimmed with black nickel nailheads and contrasting with the dramatic Noir black painted legs with rich brown undertones. Channeling jet setting socialites from the golden age of Hollywood as its muse, Hooker Furniture is set to launches a major expansion to its popular Sanctuary collection. The bedroom, dining room, occasional and home office pieces are grouped into three unique new personas, each of which embody the influences of the iconic starlets whom left impressions of glamour, charm and class on American pop culture. From bold and dramatic to soft and romantic to a statement-making eclectic lifestyle, the three personas – Collette, Anastasie and Diamant – effortlessly bring to life a well-traveled socialite who has curated a collection of home furnishings in her metropolitan home that tell the story of her travels across the globe. Offering a more metropolitan style, Diamant has an eclectic attitude. Anchored by a silver finish with rich undertones of gold and champagne, the group is complemented by a bold, black accent finish, mirrored details, champagne metal finishes and a fresh white eglomise process, accented with silver tipping. Several pieces also include reverse hand painted glass that resemble the look of marble.

Width: 21"" (53.3 cm) 
Depth: 16 1/2"" (41.9 cm) 
Height: 20 3/4"" (52.7 cm) 
Weight: 11 lb (5 kg)","5875-52006-99-1,
5875-52006-99-2,
5875-52006-99-3,
5875-52006-99-4"
