sku,Name,Brand,Categories,Price,Discount,Sale Price,Description,Images,Length,Width,Height,
HM1294,Maitland Smith Lewis Cocktail Table,Maitland Smith,Tables > Cocktail Tables,4497,30%,3147.9,"French Iron Lewis Cocktail Table with Aged Charcoal Finish on Bleached Walnut Top

W: 52 in D: 33 in H: 18.50 in 
Weight	197 lb","HM1294-1, HM1294-2",52,33,18.5,
HM1090,Maitland Smith Orbit Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3087,30%,2160.9,"Orbit Cocktail Table with Bronze Base and Walnut Burl Top

W: 48 in D: 28 in H: 18 in 
Weight	80 lb",HM1090-1,48,28,18,
8128-33,Maitland Smith Clamstone Cocktail Table,Maitland Smith,Tables > Cocktail Tables,5847,30%,4092.9,"Polished Clamstone Cocktail Table with Clear Tempered Glass Top

W: 44 in D: 44 in H: 18 in 
Weight	313 lb","8128-33-1, 8128-33-2",44,44,18,
HM1265,Maitland Smith Gem Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3447,30%,2412.9,"Gem Cocktail Table with Cast Acrylic Base and Hand Done Creme Lacquer Top
Matching Gem Lamp Table HM1279

W: 39 in D: 39 in H: 18 in 
Weight	77 lb",HM1265-1,39,39,18,
HM1109,Maitland Smith Vega Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3795,30%,2656.5,"Vega Cocktail Table with Maple Veneers and Solids in Off White Lacquer

W: 54 in D: 54 in H: 18.25 in 
Weight	200 lb",HM1109-1,54,54,18.25,
HM1352,Maitland Smith Arcadia Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3387,30%,2370.9,"Dessert Tan Finished Scagliola Arcadia Cocktail Table with Metal Accents

W: 44 in D: 44 in H: 17.25 in 
Weight	198 lb","HM1352-1, HM1352-2",44,44,17.25,
HM1333C,Maitland Smith League Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2397,30%,1677.9,"Blackened Finished Steel League Cocktail Table with Scagliola Top

W: 44 in D: 33 in H: 18 in 
Weight	215 lb",HM1333C-1,44,33,18,
HM1015C-2,Maitland Smith Jinx Brass Rectangle Cocktail Table,Maitland Smith,Tables > Cocktail Tables,1995,30%,1396.5,"Rectangular Brass Jinx Cocktail Table with Inset Glass Top and Shelf

Matching Jinx Side Table HM1019E-2, Small Jinx Console HM1017N-2, Large Jinx Console Table HM1017-2

Metal frame with Brass finish with glass top and glass shelf.

W: 40 in D: 22 in H: 19 in 
Weight	79 lb",HM1015C-2-1,40,22,19,
HM1015C,Maitland Smith Jinx Nickel Rectangle Cocktail Table,Maitland Smith,Tables > Cocktail Tables,1995,30%,1396.5,"Nickel Finished Jinx Rectangular Cocktail Table with Inset Glass Top and Shelf

Matching Jinx Side Table HM1019E, Small Jinx Console Table HM1017N, Large Jinx Console Table HM1017

Metal frame with Nickel finish with glass top and glass shelf.

W: 40 in D: 22 in H: 19 in 
Weight	79 lb",HM1015C-1,40,22,19,
HM1016C-2,Maitland Smith Jinx Brass Oval Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2247,30%,1572.9,"Brass Oval Jinx Cocktail Table with Inset Glass Top and Shelf

Matching Round Jinx Side Tables HM1020L-2, Small Jinx Console Table HM1017N-2, Large Jinx Console Table HM1017-2

Metal frame with Brass finish with glass top and glass shelf.

W: 56 in D: 26 in H: 19 in 
Weight	103 lb",HM1016C-2-1,56,26,19,
HM1016C,Maitland Smith Jinx Nickel Oval Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2247,30%,1572.9,"Nickel Finished Oval Jinx Cocktail Table with Inset Glass Top and Shelf

Matching Jinx Round Side Table HM1020L, Small Jinx Console Table HM1017N, Large Jinx Console Table HM1017

Metal frame with Nickel finish with glass top and glass shelf.

W: 56 in D: 26 in H: 19 in 
Weight	103 lb",HM1016C-1,56,26,19,
8270-33,Maitland Smith Dazzle Cocktail Table,Maitland Smith,Tables > Cocktail Tables,5295,30%,3706.5,"Gilded Iron Cocktail Table, Onyx Marble Shelf, Clear Beveled Glass Top

W: 48 in D: 48 in H: 22 in 
Weight	416 lb","8270-33-1, 8270-33-2",48,48,22,
8264-32 ,Maitland Smith Venice Cocktail Table,Maitland Smith,Tables > Cocktail Tables,13647,30%,9552.9,"Serpentine Antique Finished Cast Brass Cocktail Table with Inset Glass Top

W: 56 in D: 39 in H: 23 in 
Weight	190 lb",8264-32-1,56,39,23,
8130-33,Maitland Smith Closs Cocktail Table,Maitland Smith,Tables > Cocktail Tables,7797,30%,5457.9,"Polished Brass Closs Cocktail Table with Inlaid Abalone Shell Top

W: 48 in D: 30 in H: 18 in 
Weight	193 lb","8130-33-1, 8130-33-2",48,30,18,
HM1317C,Maitland Smith Escapade Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2595,30%,1816.5,"Antique Gold Leaf Finished Escapade Cocktail Table with Inset Glass Top and Shelf

Matching Escapade Chairside Table HM1317L

Antique Gold Leaf finish.

W: 41.75 in D: 41.75 in H: 20 in
Weight	85 lb",HM1317C-1,41.75,41.75,20,
HM1317L,Maitland Smith Escapade Chairside Table,Maitland Smith,Tables > End Tables,1797,30%,1257.9,"Antique Gold Leaf Escapade Chairside Table with Inset Glass Top and Shelf

Matching Escapade Cocktail Table Available HM1317C

Antique Gold leaf finish.

W: 26 in D: 26 in H: 26 in 
Weight	46 lb",HM1317L-1,26,26,26,
8108-33,Maitland Smith Suave Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3387,30%,2370.9,"Hand Painted Black and Gold Cocktail Table with Oak Burl Veneer Top , Brass Accents and Casters

W: 40 in D: 32 in H: 20 in 
Weight	61 lb",8108-33-1,40,32,20,
8112-33,Maitland Smith Senary Cocktail Table,Maitland Smith,Tables > Cocktail Tables,7197,30%,5037.9,"Corsair Mahogany Finished Cocktail Table, Inset Beveled Glass Top, Decorative Brass Accents

W: 52 in D: 52 in H: 23 in 
Weight	202 lb",8112-33-1,52,52,23,
8150-34,Maitland Smith Nature Console Table,Maitland Smith,Tables > Console Tables,3987,30%,2790.9,"Aged Oak Finished Cast Resin Nature Console Table with Dessert Tan Scagliola Top

W: 60 in D: 18 in H: 36.25 in 
Weight	321 lb","8150-34-1, 8150-34-2, 8150-34-3",60,18,36.25,
HM1017,Maitland Smith Jinx Large Nickel Console,Maitland Smith,Tables > Console Tables,2157,30%,1509.9,"Nickel Finished Large Jinx Console Table with Inset Glass Top and Shelf

Matching Small Jinx Console Table HM1017N

Metal frame with Nickel finish with glass top and glass shelf.

W: 72 in D: 10 in H: 32 in 
Weight	87 lb",HM1017-1,72,10,32,
HM1017-2,Maitland Smith Jinx Large Brass Console,Maitland Smith,Tables > Console Tables,2157,30%,1509.9,"Brass Finished Large Jinx Console Table with Inset Glass Top and Shelf

Matching Small Jinx Console Table HM1017N-2

Metal frame with Brass finish with glass top and glass shelf.

W: 72 in D: 10 in H: 32 in 
Weight	87 lb",HM1017-2-1,72,10,32,
HM1008,Maitland Smith Tack Console,Maitland Smith,Tables > Console Tables,2667,30%,1866.9,"Small Tack Console Table with Steel Base and Stone Top

Sculptured steel base with inset stone top.

W: 38 in D: 12 in H: 35 in 
Weight	95 lb",HM1008-1,38,12,35,
8136-34,Maitland Smith Grand Console Table,Maitland Smith,Tables > Console Tables,8847,30%,6192.9,"Petrified Wood Stone and Black Iron Buffet Table, Antique Brass Accents

W: 110 in D: 24 in H: 38 in 
Weight	427 lb",8136-34-1,110,24,38,
HM1329C,Maitland Smith Rage Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2097,30%,1467.9,"Hand Forged Iron Rage Cocktail Table in French Iron Finish with Lime Wax Oak Top

Matching Rage Chairside Table HM1329E, Rage Console HM1329N, Rage Etagere HM1329T

W: 40 in D: 28 in H: 18 in 
Weight	85 lb","HM1329C-1, HM1329C-2",40,28,18,
HM1329E,Maitland Smith Rage Chairside Table,Maitland Smith,Tables > End Tables,1947,30%,1362.9,"Hand Forged Iron Rage Chairside Table in a French Iron Finish with Lime Wax Oak Top

Matching Rage Cocktail Table HM1329N, Rage Console HM1329N, Rage Etagere HM1329T

W: 28 in D: 26 in H: 25 in 
Weight	70 lb","HM1329E-1, HM1329E-2",28,26,25,
HM1329N,Maitland Smith Rage Console Table,Maitland Smith,Tables > Console Tables,2847,30%,1992.9,"French Iron Finished Hand Forged Iron Rage Console Table with Lime Wax Oak Top

W: 56 in D: 16 in H: 34 in 
Weight	91 lb","HM1329N-1, HM1329N-2",56,16,34,
HM1329T,Maitland Smith Rage Etagere,Maitland Smith,Étagère,6897,30%,4827.9,"Rage Etagere with French Iron Finished on Hand Forged Iron, Tempered Glass Shelves

W: 45 in D: 16 in H: 85 in 
Weight	170 lb",HM1329T-1,45,16,85,
8107-40,Maitland Smith Maitland Smith William Side Chair,Maitland Smith,Seating > Dining Chairs,1497,30%,1047.9,"Carved Antique Mahogany and Black Chinoiserie Finished Side Chair, Neutral Fabric Upholstery

W: 22 in D: 27 in H: 41 in 

Seat Height: 21"" 

Weight: 37 lb

*Matching Arm Chair 8107-41",8107-40-1,22,27,41,
8107-41,Maitland Smith Maitland Smith William Arm Chair,Maitland Smith,Seating > Dining Chairs,1647,30%,1152.9,"Carved Antique Mahogany and Black Chinoiserie Finished Arm Chair, Neutral Fabric Upholstery

W: 24 in D: 27 in H: 41 in

Seat Height: 21"" Arm Height: 26"" 

Weight	48 lb

Matching Side Chair 8107-40",8107-41-1,24,27,41,
GAL-MS1,Maitland Smith Maitland Smith Chippendale Sideboard,Maitland Smith,"Credenzas & Sideboards, Showroom Inventory",4597,30%,3217.9,"Vintage Maitland Smith chippendale sideboard

Dimensions:
60w X 22.5d X 34.5h

Material: 
Mahogany","GAL-MS1-1, GAL-MS1-2, GAL-MS1-3, GAL-MS1-4, GAL-MS1-5, GAL-MS1-6",60,22.5,34.5,
8345-30,Maitland Smith Maitland Smith Flow Occasional Table,Maitland Smith,Tables > Occasional Tables,2157,30%,1509.9,"Antiqued Finished Brass Flow Occasional Table with Metal Tube Base

W: 28.25 in D: 28.25 in H: 25.25 in
Weight        45 lb

*Matching Cocktail Table: 8138-33
*Matching Console Table: 8302-34","8345-30-1, 8345-30-2",28.25,28.25,25.25,
8135-51,Maitland Smith Rosewood Chinoiserie Chiffonier ,Maitland Smith,Cabinets,5397,30%,3777.9,"Rosewood Chiffonier with Antique Gold Gilding and Black Chinoiserie Motif

W: 56 in D: 17 in H: 37 in
Weight: 159 lb","8135-51-1, 8135-51-2, 8135-51-3",56,17,37,
RA1162-1-PIT-che,Maitland Smith Bronson Chair,Maitland Smith,Seating > Occasional Chairs,3297,30%,2307.9,"Bronson Chair in Pitt Chestnut (unprotected) Leather Upholstery
W: 28.25 in D: 34 in H: 36 in 
Weight: 71 lb",RA1162-1-PIT-CHE-1,28.25,34,36,
8125-41,Maitland Smith Regency Arm Chair,Maitland Smith,Seating > Occasional Chairs,1437,30%,1005.9,"W: 27 in D: 26 in H: 35 in 
Rubbed Black Lacquer Finished Armchair with Gilded Gold Accents, Taupe Velvet Upholstery
Weight: 65lbs",8125-41-1,27,26,35,
8109-43,Maitland Smith Swan Occasional Chair,Maitland Smith,Seating > Occasional Chairs,2097,30%,1467.9,"W: 28 in D: 25 in H: 34 in 
Hand Carved Mahogany Empire Arm Chair, Gold Metal Leaf Swan Accents, Neutral Fabric Upholstery
Weight: 38lbs",8109-43-1,28,25,34,
RA1035-SAV-COG,Maitland Smith Edwards Occasional Chair,Maitland Smith,Seating > Occasional Chairs,2397,30%,1677.9,"W: 29 in D: 36 in H: 36 in 
Edwards Occasional Chair in Saville Cognac Leather Upholstery, Tack Accents
Weight: 75lbs",RA1035-SAV-COG-1,29,36,36,"
"
8335-30,Maitland Smith Ebony Occasional Table,Maitland Smith,Tables > Occasional Tables,2547,30%,1782.9,"W: 25 in D: 25 in H: 27 in 
Ebony Finished Occasional Table with Parchment Finished Leather Inlaid Top, Champagne Silver Accents with White Kabebe Shell
Weight: 80lbs",8335-30-1,25,25,27,
88-0504,Maitland Smith Bolero Round End Table,Maitland Smith,Tables > End Tables,3150,30%,2205,"W: 30 in D: 30 in H: 29 in 
New Intro: Fall 2021
Burnished Silver frame with Venetian Gold Accents. 1/4” Tempered Glass top sits inside a circular shining gold ice sheet cut frame. Legs reinforced and connected with thin twisted hook bar stretchers.
Weight: 44lbs",88-0504-1,30,30,29,
8331-32,Maitland Smith Nicholas Occasional table,Maitland Smith,Tables > Occasional Tables,4287,30%,3000.9,"W: 27 in D: 27 in H: 25 in 
Espresso Finished Neoclassical Mahogany Occasional Table with Vintage Silver Brass Accents
Weight: 59lbs",8331-32-1,27,27,25,
8128-30,Maitland Smith Compass Occasional Table,Maitland Smith,Tables > Occasional Tables,2247,30%,1572.9,"W: 18 in D: 18 in H: 29 in 
Black Vendome Finished Round Occasional Table, Marquetry and Antique Brass Accents
Weight: 25lbs",8128-30-1,18,18,29,
88-0204,Maitland Smith Aria Round End Table,Maitland Smith,Tables > End Tables,2697,30%,1887.9,"W: 31 in D: 31 in H: 29 in 
New Intro: Fall 2021
Steel Base frame, finished in Bronze with Aged Gold detail, supports a Clear Glass top wrapped in Mahogany Wood support. Mahogany finished in Aria with Aged Gold trim.
Weight: 85lbs",88-0204-1,31,31,29,
88-0104 ,Maitland Smith Grand Traditions End Table,Maitland Smith,Tables > End Tables,2997,30%,2097.9,"W: 30 in D: 30 in H: 30 in 
New Intro: Fall 2021
Mahogany Wood end table is ornately adorned with Maple, Walnut, and Ropey Cherry Veneer in Havana finish. Table top features elegant natural wood veneer starburst pattern with inlays forming a Botanical Detail. Aged Gold outlines both the veneer artwork and the trim of the table. Handmade gilded carvings provide unique detail.
Weight: 42lbs",88-0104-1,30,30,30,
8335-36,Maitland Smith Maya Occasional Table,Maitland Smith,Tables > Occasional Tables,4797,30%,3357.9,"8335-36 - MAYA OCCASIONAL TABLE
W: 26 in D: 26 in H: 26 in 
Soft Finished Cast Brass Maya Occasional Table with Assorted Shell Inlay
Weight: 78lbs",8335-36-1,26,26,26,
8113-32,Maitland Smith McKinley Occasional Table,Maitland Smith,Tables > Occasional Tables,3747,30%,2622.9,"8113-32 - McKINLEY OCCASIONAL TABLE
W: 24 in D: 24 in H: 26 in 
Aged Regency Finished Mahogany Serpentine End Table, Sienna Leather Slides, Verdigris Brass Accents
Weight: 71lbs",8113-32-1,24,24,26,
8123-30,Maitland Smith Boudoir Occasional Table,Maitland Smith,Tables > Occasional Tables,2667,30%,1866.9,"8123-30 - BOUDOIR OCCASIONAL TABLE
W: 19 in D: 13 in H: 33 in 
Light Mahogany Finished Oval Occasional Table with Antique Brass Gallery and Accents
Weight: 34lbs",8123-30-1,19,13,33,
8118-42,Maitland Smith Iron Ore Counter Stool,Maitland Smith,Seating > Counter Stools ,1683,30%,1178.1,"W: 16 in D: 19 in H: 36 in 
Iron Ore Finished Counter Stool with Gold Gilding, Dark Burgundy Leather Upholstery
Weight: 41lbs",8118-42-1,16,19,36,
88-0247,Maitland Smith Aria Bar Stool,Maitland Smith,Seating > Bar Stools ,2487,30%,1740.9,"W: 20 in D: 23 in H: 46 in 
New Intro: Fall 2021
*UPHOLSTERY NOT AS SHOWN. Actual upholstery fabric pictured in additional slide* Mahogany Wood frame is finished in Aria with handmade carvings on leg, rail, and back rest finished in Aged Gold. Round stretcher footrest in finished in Antique Brass. Swivel feature provides movement and comfort beneath upholstered cushion.
Weight: 33lbs",88-0247-1,20,23,46,
88-0147,Maitland Smith Aria Counter Stool,Maitland Smith,Seating > Counter Stools,2487,30%,1740.9,"W: 20 in D: 23 in H: 40 in 
New Intro: Fall 2021
*UPHOLSTERY NOT AS SHOWN. Actual upholstery fabric pictured in additional slide* Mahogany Wood frame is finished in Aria with handmade carvings on leg, rail, and back rest finished in Aged Gold. Round Stretcher footrest is finished in Antique Brass. Swivel feature provides movement and comfort beneath upholstered cushion.
Weight: 28lbs",88-0147-1,20,23,40,
8101-44,Maitland Smith Tudor Counter Stool,Maitland Smith,Seating > Counter Stools,3087,30%,2160.9,"W: 23 in D: 27 in H: 39 in 
Frontier Finished Mahogany Swivel Counter Stool, Red Brown Leather Upholstery, Decorative Brass Accents
Weight: 52lbs",8101-44-1,23,27,39,
8100-44,Maitland Smith Marlowe Swivel Counter Stool,Maitland Smith,Seating > Counter Stools,3147,30%,2202.9,"W: 23 in D: 26 in H: 38 in 
Dark Antique Lido Finished Mahogany Swivel Counter Stool with Leather Upholstery, Brass Tack Accents
Weight: 68lbs",8100-44-1,23,26,38,
8114-42,Maitland Smith Tudor Barstool,Maitland Smith,Seating > Bar Stools ,3147,30%,2202.9,"W: 23 in D: 27 in H: 44 in 
Frontier Finished Mahogany Swivel Barstool, Deep Button Red Brown Leather Upholstery, Decorative Brass Accents
Weight: 52lbs",8114-42-1,23,27,44,
HM1217C,Maitland Smith Belloir Cocktail Table,Maitland Smith,Tables > Cocktail Tables,4497,30%,3147.9,"W: 58 in D: 32 in H: 16 in 
Walnut End Grain Veneers over Mahogany Solid Belloir Cocktail Table
Weight: 152lbs",HM1217C-1,58,32,16,
HM1248C,Maitland Smith Fable Cocktail Table,Maitland Smith,Tables > Cocktail Tables,5097,30%,3567.9,"W: 48 in D: 48 in H: 18 in 
Fable Cocktail Table with Mahogany and Bronze Uprights
Weight: 217",HM1248C-1,48,48,18,
HM1259 ,Maitland Smith Frenzy Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2997,30%,2097.9,"W: 38 in D: 38 in H: 18 in 
Textured Bronze Finished Forged Iron Frenzy Cocktail Table with Glass Top
Weight: 106lbs",HM1259-1,38,38,18,
HM1328C,Maitland Smith Triumph Rectangle Cocktail Table,Maitland Smith,Tables > Cocktail Tables,3897,30%,2727.9,"W: 60 in D: 32 in H: 18.25 in 
Blackened Cast Iron Uprights with Primavera Veneer Top
Weight: 177lbs",HM1328C-1,60,32,18.25,
8132-33,Maitland Smith Quince Cocktail Table,Maitland Smith,Tables > Cocktail Tables,8547,30%,5982.9,"W: 44 in D: 44 in H: 19 in 
Greek Key Neo-Classical cocktail table with Nero Marquina Marble Top.
Weight: 220lbs",8132-33-1,44,44,19,
88-0103  ,Maitland Smith Bolero Oval Cocktail Table,Maitland Smith,Tables > Cocktail Tables,5697,30%,3987.9,"W: 67.50 in D: 33 in H: 21.50 in 
New Intro: Fall 2021
Burnished silver frame with Venetian Gold Accents. Tempered 1” Beveled Glass Table Top is supported in a shining gold ice sheet cut frame. Legs reinforced and connected with elegant twisted hook bar stretchers.
Weight: 142lbs",88-0103-1,67.5,33,21.5,
8273-33,Maitland Smith Brass Cocktail Table With Inset Glass,Maitland Smith,Tables > Cocktail Tables,4281,30%,2996.7,"W: 35 in D: 35 in H: 21 in 
Polished Brass and Steel Cocktail Table with Inset Glass Top
Weight: 64lbs",8273-33-1,35,35,21,
88-0300,Maitland Smith Bolero Round Cocktail Table,Maitland Smith,Tables > Cocktail Tables,5697,30%,3987.9,"W: 50 in D: 50 in H: 22 in 
New Intro: Fall 2021
Burnished silver frame with Venetian Gold Accents. Tempered 3/8” Beveled Glass Top is encased in a shining gold ice sheet cut frame. Six legs reinforced and connected with elegant twisted hook bar stretchers.
Weight: 153lbs",88-0300-1,50,50,22,
HM1031C,Maitland Smith Malcolm Rectangle Cocktail Table,Maitland Smith,Tables > Cocktail Tables,4947,30%,3462.9,"W: 54 in D: 36 in H: 19 in 
Weight: 143lbs",HM1031C-1,54,36,19,
HM1032C ,Maitland Smith Dirk Rectangle Cocktail Table,Maitland Smith,Tables > Cocktail Tables,4335,30%,3034.5,"W: 68 in D: 36 in H: 19 in 
Weight: 139lbs",HM1032C-1,68,36,19,
HM1110,Maitland Smith Daze Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2385,30%,1669.5,W: 122 cm D: 81 cm H: 48 cm,HM1110-1,,,,
HM1264,Maitland Smith Skylar Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2397,30%,1677.9,"W: 107 cm D: 71 cm H: 46 cm 
Gold Metal Skylar Cocktail Table with Creme Lacquered Top",HM1264-1,,,,
HM1261,Maitland Smith Amon Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2997,30%,2097.9,"W: 142 cm D: 97 cm H: 46 cm 
Wrought Iron Amon Cocktail Table with Waxed Antiqued Mahogany Placage Top",HM1261-1,,,,
8117-33,Maitland Smith Ebonized Smoke Paldao Coktail Table,Maitland Smith,Tables > Cocktail Tables,3975,30%,2782.5,"W: 127 cm D: 127 cm H: 51 cm 
Ebonized Smoke Finished Paldao Cocktail Table, Clear Optical Crystal Posts and Brass Accents",8117-33-1,,,,
88-0201,Maitland Smith Ensemble Cocktail Table,Maitland Smith,Tables > Cocktail Tables,4497,30%,3147.9,"W: 152 cm D: 86 cm H: 48 cm 
New Intro: Fall 2021
Rubber Wood cocktail table in Crown White Ash and Linen Wrap. Finished in Ensemble. Sculptural conjoining pieces provide additional storage space and texture.
Weight: 97.1kg",88-0201-1,,,,
HM1273 ,Maitland Smith Junie Cocktail table,Maitland Smith,Tables > Cocktail Tables,2547,30%,1782.9,"W: 107 cm D: 107 cm H: 46 cm 
Burnished Antique Finished Junie Cocktail Table with Creme Scagliola Top
Weight: 79.8kg",HM1273-1,,,,
88-0100,Maitland Smith Grand Traditions Cocktail Table,Maitland Smith,Tables > Cocktail Tables,5997,30%,4197.9,"W: 132 cm D: 132 cm H: 56 cm 
New Intro: Fall 2021
Mahogany Wood table frame with Crotch Walnut Veneer, finished in Havana. Handmade carving across entire body is trimmed in gilded Aged Gold. 5mm Beveled Tempered Glass top.
Weight: 68.5kg",88-0100-1,,,,
HM1304,Maitland Smith Suspend Cocktail Table,Maitland Smith,Tables > Cocktail Tables,4347,30%,3042.9,"W: 127 cm D: 81 cm H: 46 cm 
Acrylic Suspend Cocktail Table with Rustic Lacquered Top
Weight: 61.2kg",HM1304-1,,,,
8251-01,Maitland Smith Classic Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2757,30%,1929.9,"W: 91 cm D: 61 cm H: 41 cm 
Polished Solid Brass Oval Cocktail Table with Glass Top
Weight: 24.5kg",8251-01-1,,,,
HM1063C,Maitland Smith Otto Cocktail Table,Maitland Smith,Tables > Cocktail Tables,2295,30%,1606.5,"HM1063C - OTTO COCKTAIL TABLE
W: 107 cm D: 66 cm H: 46 cm 
Aged Bronze Finished Wrought Iron Otto Cocktail Table with Inset Glass Top
Weight: 40.8kg",HM1063C-1,,,,
8120-42,Maitland Smith Courtly Bench,Maitland Smith,Seating > Benches & Ottomans,2487,30%,1740.9,"8120-42 - COURTLY BENCH
W: 66 cm D: 56 cm H: 51 cm 
Classic Brass Finished Iron Bench with Mahogany Velvet Upholstery
Weight: 24.0kg",8120-42-1,,,,
88-0348,Maitland Smith Piazza San Marco Bench,Maitland Smith,Seating > Benches & Ottomans,3150,30%,2205,"88-0348 - PIAZZA SAN MARCO BENCH (PSM48-2)
W: 64 cm D: 51 cm H: 53 cm 
New Intro: Fall 2021
Old World Orleans finish with Versailles trim.
Weight: 10.4kg",88-0348-1,,,,
88-0148,Maitland Smith Piazza San Marco Bench Wide,Maitland Smith,Seating > Benches & Ottomans,5697,30%,3987.9,"W: 145 cm D: 66 cm H: 53 cm 
New Intro: Fall 2021
*UPHOLSTERY NOT AS SHOWN. Actual upholstery fabric pictured in additional slide* Old World Orleans finish with Versailles trim.
Weight: 25.4kg",88-0148-1,,,,
88-0248 ,Maitland Smith Aria Bench,Maitland Smith,Seating > Benches & Ottomans,3597,30%,2517.9,"88-0248 - ARIA BENCH (C-AR48)
W: 147 cm D: 51 cm H: 46 cm 
New Intro: Fall 2021
Upholstered Mahogany Wood frame sits atop a royal scroll Steel base, finished in Bronze and trimmed in Aged Gold.
Weight: 21.3kg",88-0248-1,,,,
88-0448,Maitland Smith Majorca Bench,Maitland Smith,Seating > Benches & Ottomans,5997,30%,4197.9,"88-0448 - Majorca Bench (MAJ48)
W: 183 cm D: 51 cm H: 51 cm 
New Intro: Fall 2021
*UPHOLSTERY NOT AS SHOWN. Actual upholstery fabric pictured in additional slide* Bronze with Venetian Gold trim and Morgan Glaze Copper upholstery.
Weight: 38.1kg","88-0448-1,
88-0448-2,
88-0448-3",,,,
88-0548,Maitland Smith Lyric Bench,Maitland Smith,Seating > Benches & Ottomans,2397,30%,1677.9,"88-0548 - Lyric Bench (C-LY48)
W: 145 cm D: 48 cm H: 51 cm 
New Intro: Fall 2021
*UPHOLSTERY NOT AS SHOWN. Actual upholstery fabric pictured in additional slide* Long bench in Lyric Finish. Satin Brass metal finishing.
Weight: 20.0kg",88-0548-1,,,,
8117-42 ,Maitland Smith Excalibur Bench ,Maitland Smith,Seating > Benches & Ottomans,3297,30%,2307.9,"8117-42 - EXCALIBUR BENCH
W: 76 cm D: 53 cm H: 58 cm 
Black Finished Iron Bench with Zebra Patterned Hair on Hide Upholstery, Gilded Gold Accents
Weight: 21.3kg",8117-42-1,,,,
